game_id,game_date,team_name,venue,batting_avg,earn_run_avg,game_outcome,game_number,visiting_team,home_team,game_day,day_night,double_header
43580-MIA@PHI-1,4/25/2019,Philadelphia Phillies,Home,0.118,2.7,lose,1,Miami Marlins,Philadelphia Phillies,Thu,n,no
43580-NYY@LAA-1,4/25/2019,Los Angeles Angels,Home,0.281,5,win,1,New York Yankees,Los Angeles Angels,Thu,n,no
43580-NYY@LAA-1,4/25/2019,New York Yankees,Road,0.257,11.25,lose,1,New York Yankees,Los Angeles Angels,Thu,n,no
43580-TEX@SEA-1,4/25/2019,Seattle Mariners,Home,0.389,0,win,1,Texas Rangers,Seattle Mariners,Thu,n,no
43580-TEX@SEA-1,4/25/2019,Texas Rangers,Road,0.257,14.62,lose,1,Texas Rangers,Seattle Mariners,Thu,n,no
43581-BAL@MIN-1,4/26/2019,Minnesota Twins,Home,0.286,1,win,1,Baltimore Orioles,Minnesota Twins,Fri,n,no
43581-BAL@MIN-1,4/26/2019,Baltimore Orioles,Road,0.235,5.62,lose,1,Baltimore Orioles,Minnesota Twins,Fri,n,no
43581-CHC@ARI-1,4/26/2019,Arizona Diamondbacks,Home,0.314,3,win,1,Chicago Cubs,Arizona Diamondbacks,Fri,n,no
43581-CHC@ARI-1,4/26/2019,Chicago Cubs,Road,0.235,9,lose,1,Chicago Cubs,Arizona Diamondbacks,Fri,n,no
43581-CIN@STL-1,4/26/2019,Cincinnati Reds,Road,0.35,1,win,1,Cincinnati Reds,St. Louis Cardinals,Fri,n,no
43581-CIN@STL-1,4/26/2019,St. Louis Cardinals,Home,0.25,12,lose,1,Cincinnati Reds,St. Louis Cardinals,Fri,n,no
43581-CLE@HOU-1,4/26/2019,Cleveland Indians,Road,0.25,3,win,1,Cleveland Indians,Houston Astros,Fri,n,no
43581-CLE@HOU-1,4/26/2019,Houston Astros,Home,0.25,6,lose,1,Cleveland Indians,Houston Astros,Fri,n,no
43581-COL@ATL-1,4/26/2019,Colorado Rockies,Road,0.308,4,win,1,Colorado Rockies,Atlanta Braves,Fri,n,no
43581-COL@ATL-1,4/26/2019,Atlanta Braves,Home,0.286,6,lose,1,Colorado Rockies,Atlanta Braves,Fri,n,no
43581-DET@CHW-1,4/26/2019,Chicago White Sox,Home,0.488,11,win,1,Detroit Tigers,Chicago White Sox,Fri,n,no
43581-DET@CHW-1,4/26/2019,Detroit Tigers,Road,0.375,12.46,lose,1,Detroit Tigers,Chicago White Sox,Fri,n,no
43581-LAA@KCR-1,4/26/2019,Los Angeles Angels,Road,0.294,1,win,1,Los Angeles Angels,Kansas City Royals,Fri,n,no
43581-LAA@KCR-1,4/26/2019,Kansas City Royals,Home,0.185,5,lose,1,Los Angeles Angels,Kansas City Royals,Fri,n,no
43581-MIA@PHI-1,4/26/2019,Philadelphia Phillies,Home,0.207,0,win,1,Miami Marlins,Philadelphia Phillies,Fri,n,no
43581-MIA@PHI-1,4/26/2019,Miami Marlins,Road,0.161,4.5,lose,1,Miami Marlins,Philadelphia Phillies,Fri,n,no
43581-MIL@NYM-1,4/26/2019,Milwaukee Brewers,Road,0.27,2,win,1,Milwaukee Brewers,New York Mets,Fri,n,no
43581-NYY@SFG-1,4/26/2019,New York Yankees,Road,0.395,3,win,1,New York Yankees,San Francisco Giants,Fri,n,no
43581-NYY@SFG-1,4/26/2019,San Francisco Giants,Home,0.161,7,lose,1,New York Yankees,San Francisco Giants,Fri,n,no
43581-OAK@TOR-1,4/26/2019,Toronto Blue Jays,Home,0.242,2,win,1,Oakland Athletics,Toronto Blue Jays,Fri,n,no
43581-OAK@TOR-1,4/26/2019,Oakland Athletics,Road,0.156,4.15,lose,1,Oakland Athletics,Toronto Blue Jays,Fri,n,no
43581-PIT@LAD-1,4/26/2019,Los Angeles Dodgers,Home,0.29,2,win,1,Pittsburgh Pirates,Los Angeles Dodgers,Fri,n,no
43581-PIT@LAD-1,4/26/2019,Pittsburgh Pirates,Road,0.257,6.75,lose,1,Pittsburgh Pirates,Los Angeles Dodgers,Fri,n,no
43581-SDP@WSN-1,4/26/2019,San Diego Padres,Road,0.188,3,win,1,San Diego Padres,Washington Nationals,Fri,n,no
43581-SDP@WSN-1,4/26/2019,Washington Nationals,Home,0.182,3,lose,1,San Diego Padres,Washington Nationals,Fri,n,no
43581-TEX@SEA-1,4/26/2019,Seattle Mariners,Home,0.162,2.45,win,1,Texas Rangers,Seattle Mariners,Fri,n,no
43581-TEX@SEA-1,4/26/2019,Texas Rangers,Road,0.162,4.35,lose,1,Texas Rangers,Seattle Mariners,Fri,n,no
43582-BAL@MIN-1,4/27/2019,Minnesota Twins,Home,0.294,2,win,1,Baltimore Orioles,Minnesota Twins,Sat,d,no
43582-BAL@MIN-1,4/27/2019,Baltimore Orioles,Road,0.229,9,lose,1,Baltimore Orioles,Minnesota Twins,Sat,d,no
43582-CHC@ARI-1,4/27/2019,Chicago Cubs,Road,0.324,1,win,1,Chicago Cubs,Arizona Diamondbacks,Sat,n,no
43582-CHC@ARI-1,4/27/2019,Arizona Diamondbacks,Home,0.069,9,lose,1,Chicago Cubs,Arizona Diamondbacks,Sat,n,no
43582-CIN@STL-1,4/27/2019,St. Louis Cardinals,Home,0.29,3,win,1,Cincinnati Reds,St. Louis Cardinals,Sat,d,no
43582-CIN@STL-1,4/27/2019,Cincinnati Reds,Road,0.233,6.75,lose,1,Cincinnati Reds,St. Louis Cardinals,Sat,d,no
43582-CLE@HOU-1,4/27/2019,Houston Astros,Home,0.156,2.7,win,1,Cleveland Indians,Houston Astros,Sat,d,no
43582-CLE@HOU-1,4/27/2019,Cleveland Indians,Road,0.229,4,lose,1,Cleveland Indians,Houston Astros,Sat,d,no
43582-COL@ATL-1,4/27/2019,Colorado Rockies,Road,0.257,5,win,1,Colorado Rockies,Atlanta Braves,Sat,n,no
43582-COL@ATL-1,4/27/2019,Atlanta Braves,Home,0.265,9,lose,1,Colorado Rockies,Atlanta Braves,Sat,n,no
43582-LAA@KCR-1,4/27/2019,Kansas City Royals,Home,0.395,4,win,1,Los Angeles Angels,Kansas City Royals,Sat,n,no
43582-LAA@KCR-1,4/27/2019,Los Angeles Angels,Road,0.219,10.12,lose,1,Los Angeles Angels,Kansas City Royals,Sat,n,no
43582-MIA@PHI-1,4/27/2019,Philadelphia Phillies,Home,0.4,9,win,1,Miami Marlins,Philadelphia Phillies,Sat,n,no
43582-MIA@PHI-1,4/27/2019,Miami Marlins,Road,0.415,13.5,lose,1,Miami Marlins,Philadelphia Phillies,Sat,n,no
43582-MIL@NYM-1,4/27/2019,Milwaukee Brewers,Road,0.368,6,win,1,Milwaukee Brewers,New York Mets,Sat,n,no
43582-MIL@NYM-1,4/27/2019,New York Mets,Home,0.333,8,lose,1,Milwaukee Brewers,New York Mets,Sat,n,no
43582-NYY@SFG-1,4/27/2019,New York Yankees,Road,0.258,4,win,1,New York Yankees,San Francisco Giants,Sat,d,no
43582-NYY@SFG-1,4/27/2019,San Francisco Giants,Home,0.25,6,lose,1,New York Yankees,San Francisco Giants,Sat,d,no
43582-OAK@TOR-1,4/27/2019,Toronto Blue Jays,Home,0.353,0,win,1,Oakland Athletics,Toronto Blue Jays,Sat,d,no
43582-OAK@TOR-1,4/27/2019,Oakland Athletics,Road,0.129,7.88,lose,1,Oakland Athletics,Toronto Blue Jays,Sat,d,no
43582-PIT@LAD-1,4/27/2019,Los Angeles Dodgers,Home,0.207,1,win,1,Pittsburgh Pirates,Los Angeles Dodgers,Sat,n,no
43582-PIT@LAD-1,4/27/2019,Pittsburgh Pirates,Road,0.161,1.12,lose,1,Pittsburgh Pirates,Los Angeles Dodgers,Sat,n,no
43582-SDP@WSN-1,4/27/2019,San Diego Padres,Road,0.229,2.7,win,1,San Diego Padres,Washington Nationals,Sat,d,no
43582-SDP@WSN-1,4/27/2019,Washington Nationals,Home,0.147,6.3,lose,1,San Diego Padres,Washington Nationals,Sat,d,no
43582-TBR@BOS-1,4/27/2019,Tampa Bay Rays,Road,0.138,1,win,1,Tampa Bay Rays,Boston Red Sox,Sat,d,no
43582-TBR@BOS-1,4/27/2019,Boston Red Sox,Home,0.161,2,lose,1,Tampa Bay Rays,Boston Red Sox,Sat,d,no
43582-TEX@SEA-1,4/27/2019,Texas Rangers,Road,0.408,1,win,1,Texas Rangers,Seattle Mariners,Sat,n,no
43582-TEX@SEA-1,4/27/2019,Seattle Mariners,Home,0.1,11,lose,1,Texas Rangers,Seattle Mariners,Sat,n,no
43583-BAL@MIN-1,4/28/2019,Minnesota Twins,Home,0.207,1,win,1,Baltimore Orioles,Minnesota Twins,Sun,d,no
43583-BAL@MIN-1,4/28/2019,Baltimore Orioles,Road,0.129,4.5,lose,1,Baltimore Orioles,Minnesota Twins,Sun,d,no
43583-CHC@ARI-1,4/28/2019,Chicago Cubs,Road,0.228,3,win,1,Chicago Cubs,Arizona Diamondbacks,Sun,d,no
43583-CHC@ARI-1,4/28/2019,Arizona Diamondbacks,Home,0.222,3.6,lose,1,Chicago Cubs,Arizona Diamondbacks,Sun,d,no
43583-CIN@STL-1,4/28/2019,St. Louis Cardinals,Home,0.25,2,win,1,Cincinnati Reds,St. Louis Cardinals,Sun,d,no
43583-CIN@STL-1,4/28/2019,Cincinnati Reds,Road,0.235,5.62,lose,1,Cincinnati Reds,St. Louis Cardinals,Sun,d,no
43583-CLE@HOU-1,4/28/2019,Houston Astros,Home,0.207,1,win,1,Cleveland Indians,Houston Astros,Sun,n,no
43583-CLE@HOU-1,4/28/2019,Cleveland Indians,Road,0.229,4.5,lose,1,Cleveland Indians,Houston Astros,Sun,n,no
43583-COL@ATL-1,4/28/2019,Atlanta Braves,Home,0.294,6,win,1,Colorado Rockies,Atlanta Braves,Sun,d,no
43583-COL@ATL-1,4/28/2019,Colorado Rockies,Road,0.265,9,lose,1,Colorado Rockies,Atlanta Braves,Sun,d,no
43583-DET@CHW-1,4/28/2019,Chicago White Sox,Home,0.29,0,win,1,Detroit Tigers,Chicago White Sox,Sun,d,no
43583-DET@CHW-1,4/28/2019,Detroit Tigers,Road,0.069,4.5,lose,1,Detroit Tigers,Chicago White Sox,Sun,d,no
43583-LAA@KCR-1,4/28/2019,Los Angeles Angels,Road,0.265,3,win,1,Los Angeles Angels,Kansas City Royals,Sun,d,no
43583-LAA@KCR-1,4/28/2019,Kansas City Royals,Home,0.182,7,lose,1,Los Angeles Angels,Kansas City Royals,Sun,d,no
43583-MIA@PHI-1,4/28/2019,Philadelphia Phillies,Home,0.148,1,win,1,Miami Marlins,Philadelphia Phillies,Sun,d,no
43583-MIA@PHI-1,4/28/2019,Miami Marlins,Road,0.226,5.62,lose,1,Miami Marlins,Philadelphia Phillies,Sun,d,no
43583-MIL@NYM-1,4/28/2019,New York Mets,Home,0.281,2,win,1,Milwaukee Brewers,New York Mets,Sun,d,no
43583-MIL@NYM-1,4/28/2019,Milwaukee Brewers,Road,0.167,4.5,lose,1,Milwaukee Brewers,New York Mets,Sun,d,no
43583-NYY@SFG-1,4/28/2019,New York Yankees,Road,0.35,5,win,1,New York Yankees,San Francisco Giants,Sun,d,no
43583-NYY@SFG-1,4/28/2019,San Francisco Giants,Home,0.176,9,lose,1,New York Yankees,San Francisco Giants,Sun,d,no
43583-OAK@TOR-1,4/28/2019,Toronto Blue Jays,Home,0.244,3.27,win,1,Oakland Athletics,Toronto Blue Jays,Sun,d,no
43583-OAK@TOR-1,4/28/2019,Oakland Athletics,Road,0.158,4.22,lose,1,Oakland Athletics,Toronto Blue Jays,Sun,d,no
43583-PIT@LAD-1,4/28/2019,Los Angeles Dodgers,Home,0.312,2,win,1,Pittsburgh Pirates,Los Angeles Dodgers,Sun,d,no
43583-PIT@LAD-1,4/28/2019,Pittsburgh Pirates,Road,0.25,6.75,lose,1,Pittsburgh Pirates,Los Angeles Dodgers,Sun,d,no
43583-SDP@WSN-1,4/28/2019,Washington Nationals,Home,0.304,4.09,win,1,San Diego Padres,Washington Nationals,Sun,d,no
43583-SDP@WSN-1,4/28/2019,San Diego Padres,Road,0.256,5.4,lose,1,San Diego Padres,Washington Nationals,Sun,d,no
43583-TBR@BOS-1,4/28/2019,Tampa Bay Rays,Road,0.161,2,win,1,Tampa Bay Rays,Boston Red Sox,Sun,d,no
43583-TBR@BOS-1,4/28/2019,Boston Red Sox,Home,0.219,2,lose,1,Tampa Bay Rays,Boston Red Sox,Sun,d,no
43583-TEX@SEA-1,4/28/2019,Texas Rangers,Road,0.37,1,win,1,Texas Rangers,Seattle Mariners,Sun,d,no
43583-TEX@SEA-1,4/28/2019,Seattle Mariners,Home,0.219,8,lose,1,Texas Rangers,Seattle Mariners,Sun,d,no
43584-BAL@CHW-1,4/29/2019,Chicago White Sox,Home,0.273,3,win,1,Baltimore Orioles,Chicago White Sox,Mon,n,no
43584-BAL@CHW-1,4/29/2019,Baltimore Orioles,Road,0.265,5.62,lose,1,Baltimore Orioles,Chicago White Sox,Mon,n,no
43584-CIN@NYM-1,4/29/2019,Cincinnati Reds,Road,0.281,4,win,1,Cincinnati Reds,New York Mets,Mon,n,no
43584-CIN@NYM-1,4/29/2019,New York Mets,Home,0.182,5,lose,1,Cincinnati Reds,New York Mets,Mon,n,no
43584-COL@MIL-1,4/29/2019,Milwaukee Brewers,Home,0.25,0,win,1,Colorado Rockies,Milwaukee Brewers,Mon,n,no
43584-COL@MIL-1,4/29/2019,Colorado Rockies,Road,0.129,5.62,lose,1,Colorado Rockies,Milwaukee Brewers,Mon,n,no
43584-HOU@MIN-1,4/29/2019,Minnesota Twins,Home,0.115,0,win,1,Houston Astros,Minnesota Twins,Mon,n,no
43584-HOU@MIN-1,4/29/2019,Houston Astros,Road,0.161,1.12,lose,1,Houston Astros,Minnesota Twins,Mon,n,no
43584-LAD@SFG-1,4/29/2019,San Francisco Giants,Home,0.333,2,win,1,Los Angeles Dodgers,San Francisco Giants,Mon,n,no
43584-LAD@SFG-1,4/29/2019,Los Angeles Dodgers,Road,0.265,3.38,lose,1,Los Angeles Dodgers,San Francisco Giants,Mon,n,no
43584-OAK@BOS-1,4/29/2019,Boston Red Sox,Home,0.343,4,win,1,Oakland Athletics,Boston Red Sox,Mon,n,no
43584-OAK@BOS-1,4/29/2019,Oakland Athletics,Road,0.242,3.38,lose,1,Oakland Athletics,Boston Red Sox,Mon,n,no
43584-SDP@ATL-1,4/29/2019,Atlanta Braves,Home,0.188,1,win,1,San Diego Padres,Atlanta Braves,Mon,n,no
43584-SDP@ATL-1,4/29/2019,San Diego Padres,Road,0.167,1.12,lose,1,San Diego Padres,Atlanta Braves,Mon,n,no
43584-STL@WSN-1,4/29/2019,St. Louis Cardinals,Road,0.257,3,win,1,St. Louis Cardinals,Washington Nationals,Mon,n,no
43584-STL@WSN-1,4/29/2019,Washington Nationals,Home,0.129,6,lose,1,St. Louis Cardinals,Washington Nationals,Mon,n,no
43584-TBR@KCR-1,4/29/2019,Tampa Bay Rays,Road,0.306,3,win,1,Tampa Bay Rays,Kansas City Royals,Mon,n,no
43584-TBR@KCR-1,4/29/2019,Kansas City Royals,Home,0.156,8,lose,1,Tampa Bay Rays,Kansas City Royals,Mon,n,no
43585-CHC@SEA-1,4/30/2019,Chicago Cubs,Road,0.278,3,win,1,Chicago Cubs,Seattle Mariners,Tue,n,no
43585-CHC@SEA-1,4/30/2019,Seattle Mariners,Home,0.242,6,lose,1,Chicago Cubs,Seattle Mariners,Tue,n,no
43585-CIN@NYM-1,4/30/2019,New York Mets,Home,0.273,2.7,win,1,Cincinnati Reds,New York Mets,Tue,n,no
43585-CIN@NYM-1,4/30/2019,Cincinnati Reds,Road,0.216,3.86,lose,1,Cincinnati Reds,New York Mets,Tue,n,no
43585-CLE@MIA-1,4/30/2019,Cleveland Indians,Road,0.273,4,win,1,Cleveland Indians,Miami Marlins,Tue,n,no
43585-CLE@MIA-1,4/30/2019,Miami Marlins,Home,0.161,5,lose,1,Cleveland Indians,Miami Marlins,Tue,n,no
43585-COL@MIL-1,4/30/2019,Milwaukee Brewers,Home,0.207,3,win,1,Colorado Rockies,Milwaukee Brewers,Tue,n,no
43585-COL@MIL-1,4/30/2019,Colorado Rockies,Road,0.133,4.5,lose,1,Colorado Rockies,Milwaukee Brewers,Tue,n,no
43585-DET@PHI-1,4/30/2019,Detroit Tigers,Road,0.206,1,win,1,Detroit Tigers,Philadelphia Phillies,Tue,n,no
43585-DET@PHI-1,4/30/2019,Philadelphia Phillies,Home,0.129,3,lose,1,Detroit Tigers,Philadelphia Phillies,Tue,n,no
43585-HOU@MIN-1,4/30/2019,Houston Astros,Road,0.357,0,win,1,Houston Astros,Minnesota Twins,Tue,n,no
43585-HOU@MIN-1,4/30/2019,Minnesota Twins,Home,0.103,10,lose,1,Houston Astros,Minnesota Twins,Tue,n,no
43585-LAD@SFG-1,4/30/2019,Los Angeles Dodgers,Road,0.27,3,win,1,Los Angeles Dodgers,San Francisco Giants,Tue,n,no
43585-LAD@SFG-1,4/30/2019,San Francisco Giants,Home,0.188,10,lose,1,Los Angeles Dodgers,San Francisco Giants,Tue,n,no
43585-NYY@ARI-1,4/30/2019,Arizona Diamondbacks,Home,0.241,1,win,1,New York Yankees,Arizona Diamondbacks,Tue,n,no
43585-NYY@ARI-1,4/30/2019,New York Yankees,Road,0.167,3.38,lose,1,New York Yankees,Arizona Diamondbacks,Tue,n,no
43585-OAK@BOS-1,4/30/2019,Boston Red Sox,Home,0.219,1,win,1,Oakland Athletics,Boston Red Sox,Tue,n,no
43585-OAK@BOS-1,4/30/2019,Oakland Athletics,Road,0.1,4.5,lose,1,Oakland Athletics,Boston Red Sox,Tue,n,no
43585-PIT@TEX-1,4/30/2019,Pittsburgh Pirates,Road,0.298,2.45,win,1,Pittsburgh Pirates,Texas Rangers,Tue,n,no
43585-PIT@TEX-1,4/30/2019,Texas Rangers,Home,0.179,4.09,lose,1,Pittsburgh Pirates,Texas Rangers,Tue,n,no
43585-SDP@ATL-1,4/30/2019,San Diego Padres,Road,0.194,3,win,1,San Diego Padres,Atlanta Braves,Tue,n,no
43585-SDP@ATL-1,4/30/2019,Atlanta Braves,Home,0.235,4,lose,1,San Diego Padres,Atlanta Braves,Tue,n,no
43585-STL@WSN-1,4/30/2019,St. Louis Cardinals,Road,0.206,2,win,1,St. Louis Cardinals,Washington Nationals,Tue,n,no
43585-STL@WSN-1,4/30/2019,Washington Nationals,Home,0.206,3,lose,1,St. Louis Cardinals,Washington Nationals,Tue,n,no
43585-TOR@LAA-1,4/30/2019,Los Angeles Angels,Home,0.241,3,win,1,Toronto Blue Jays,Los Angeles Angels,Tue,n,no
43585-TOR@LAA-1,4/30/2019,Toronto Blue Jays,Road,0.161,4.5,lose,1,Toronto Blue Jays,Los Angeles Angels,Tue,n,no
43586-BAL@CHW-1,5/1/2019,Baltimore Orioles,Road,0.297,1,win,1,Baltimore Orioles,Chicago White Sox,Tue,d,yes
43586-BAL@CHW-1,5/1/2019,Chicago White Sox,Home,0.194,5,lose,1,Baltimore Orioles,Chicago White Sox,Tue,d,yes
43586-BAL@CHW-2,5/1/2019,Chicago White Sox,Home,0.25,5,win,2,Baltimore Orioles,Chicago White Sox,Wed,n,yes
43586-BAL@CHW-2,5/1/2019,Baltimore Orioles,Road,0.289,6.23,lose,2,Baltimore Orioles,Chicago White Sox,Wed,n,yes
43586-CHC@SEA-1,5/1/2019,Chicago Cubs,Road,0.294,0,win,1,Chicago Cubs,Seattle Mariners,Wed,d,no
43586-CHC@SEA-1,5/1/2019,Seattle Mariners,Home,0.034,8,lose,1,Chicago Cubs,Seattle Mariners,Wed,d,no
43586-CIN@NYM-1,5/1/2019,Cincinnati Reds,Road,0.129,0,win,1,Cincinnati Reds,New York Mets,Wed,n,no
43586-CIN@NYM-1,5/1/2019,New York Mets,Home,0.156,1,lose,1,Cincinnati Reds,New York Mets,Wed,n,no
43586-CLE@MIA-1,5/1/2019,Miami Marlins,Home,0.323,2,win,1,Cleveland Indians,Miami Marlins,Wed,n,no
43586-CLE@MIA-1,5/1/2019,Cleveland Indians,Road,0.194,4.5,lose,1,Cleveland Indians,Miami Marlins,Wed,n,no
43586-COL@MIL-1,5/1/2019,Colorado Rockies,Road,0.294,4,win,1,Colorado Rockies,Milwaukee Brewers,Wed,n,no
43586-COL@MIL-1,5/1/2019,Milwaukee Brewers,Home,0.242,11,lose,1,Colorado Rockies,Milwaukee Brewers,Wed,n,no
43586-DET@PHI-1,5/1/2019,Philadelphia Phillies,Home,0.429,3,win,1,Detroit Tigers,Philadelphia Phillies,Wed,n,no
43586-DET@PHI-1,5/1/2019,Detroit Tigers,Road,0.316,7.88,lose,1,Detroit Tigers,Philadelphia Phillies,Wed,n,no
43586-HOU@MIN-1,5/1/2019,Minnesota Twins,Home,0.233,2,win,1,Houston Astros,Minnesota Twins,Wed,n,no
43586-HOU@MIN-1,5/1/2019,Houston Astros,Road,0.212,6.75,lose,1,Houston Astros,Minnesota Twins,Wed,n,no
43586-LAD@SFG-1,5/1/2019,San Francisco Giants,Home,0.233,1,win,1,Los Angeles Dodgers,San Francisco Giants,Wed,n,no
43586-LAD@SFG-1,5/1/2019,Los Angeles Dodgers,Road,0.176,2.08,lose,1,Los Angeles Dodgers,San Francisco Giants,Wed,n,no
43586-NYY@ARI-1,5/1/2019,Arizona Diamondbacks,Home,0.172,2,win,1,New York Yankees,Arizona Diamondbacks,Wed,d,no
43586-NYY@ARI-1,5/1/2019,New York Yankees,Road,0.219,3.38,lose,1,New York Yankees,Arizona Diamondbacks,Wed,d,no
43586-OAK@BOS-1,5/1/2019,Boston Red Sox,Home,0.31,3,win,1,Oakland Athletics,Boston Red Sox,Wed,d,no
43586-OAK@BOS-1,5/1/2019,Oakland Athletics,Road,0.206,7.88,lose,1,Oakland Athletics,Boston Red Sox,Wed,d,no
43586-PIT@TEX-1,5/1/2019,Pittsburgh Pirates,Road,0.235,4,win,1,Pittsburgh Pirates,Texas Rangers,Wed,d,no
43586-PIT@TEX-1,5/1/2019,Texas Rangers,Home,0.2,7,lose,1,Pittsburgh Pirates,Texas Rangers,Wed,d,no
43586-SDP@ATL-1,5/1/2019,Atlanta Braves,Home,0.258,1,win,1,San Diego Padres,Atlanta Braves,Wed,n,no
43586-SDP@ATL-1,5/1/2019,San Diego Padres,Road,0.156,5.62,lose,1,San Diego Padres,Atlanta Braves,Wed,n,no
43586-STL@WSN-1,5/1/2019,St. Louis Cardinals,Road,0.297,1,win,1,St. Louis Cardinals,Washington Nationals,Wed,n,no
43586-STL@WSN-1,5/1/2019,Washington Nationals,Home,0.25,5,lose,1,St. Louis Cardinals,Washington Nationals,Wed,n,no
43586-TBR@KCR-1,5/1/2019,Kansas City Royals,Home,0.148,2,win,1,Tampa Bay Rays,Kansas City Royals,Tue,d,yes
43586-TBR@KCR-1,5/1/2019,Tampa Bay Rays,Road,0.235,3.38,lose,1,Tampa Bay Rays,Kansas City Royals,Tue,d,yes
43586-TBR@KCR-2,5/1/2019,Kansas City Royals,Home,0.333,2,win,2,Tampa Bay Rays,Kansas City Royals,Wed,n,yes
43586-TBR@KCR-2,5/1/2019,Tampa Bay Rays,Road,0.206,9,lose,2,Tampa Bay Rays,Kansas City Royals,Wed,n,yes
43586-TOR@LAA-1,5/1/2019,Los Angeles Angels,Home,0.25,3,win,1,Toronto Blue Jays,Los Angeles Angels,Wed,n,no
43586-TOR@LAA-1,5/1/2019,Toronto Blue Jays,Road,0.167,4.5,lose,1,Toronto Blue Jays,Los Angeles Angels,Wed,n,no
43587-BOS@CHW-1,5/2/2019,Chicago White Sox,Home,0.273,4,win,1,Boston Red Sox,Chicago White Sox,Thu,n,no
43587-BOS@CHW-1,5/2/2019,Boston Red Sox,Road,0.242,5.4,lose,1,Boston Red Sox,Chicago White Sox,Thu,n,no
43587-CIN@NYM-1,5/2/2019,New York Mets,Home,0.148,0,win,1,Cincinnati Reds,New York Mets,Thu,d,no
43587-CIN@NYM-1,5/2/2019,Cincinnati Reds,Road,0.133,1.12,lose,1,Cincinnati Reds,New York Mets,Thu,d,no
43587-COL@MIL-1,5/2/2019,Colorado Rockies,Road,0.326,6,win,1,Colorado Rockies,Milwaukee Brewers,Thu,d,no
43587-COL@MIL-1,5/2/2019,Milwaukee Brewers,Home,0.27,8,lose,1,Colorado Rockies,Milwaukee Brewers,Thu,d,no
43587-HOU@MIN-1,5/2/2019,Minnesota Twins,Home,0.303,2,win,1,Houston Astros,Minnesota Twins,Thu,d,no
43587-HOU@MIN-1,5/2/2019,Houston Astros,Road,0.235,9,lose,1,Houston Astros,Minnesota Twins,Thu,d,no
43587-SDP@ATL-1,5/2/2019,San Diego Padres,Road,0.395,2,win,1,San Diego Padres,Atlanta Braves,Thu,d,no
43587-SDP@ATL-1,5/2/2019,Atlanta Braves,Home,0.278,7,lose,1,San Diego Padres,Atlanta Braves,Thu,d,no
43587-STL@WSN-1,5/2/2019,Washington Nationals,Home,0.172,1,win,1,St. Louis Cardinals,Washington Nationals,Thu,d,no
43587-STL@WSN-1,5/2/2019,St. Louis Cardinals,Road,0.265,1.12,lose,1,St. Louis Cardinals,Washington Nationals,Thu,d,no
43587-TBR@KCR-1,5/2/2019,Tampa Bay Rays,Road,0.219,1,win,1,Tampa Bay Rays,Kansas City Royals,Thu,d,no
43587-TBR@KCR-1,5/2/2019,Kansas City Royals,Home,0.156,3,lose,1,Tampa Bay Rays,Kansas City Royals,Thu,d,no
43587-TOR@LAA-1,5/2/2019,Los Angeles Angels,Home,0.314,2,win,1,Toronto Blue Jays,Los Angeles Angels,Thu,n,no
43587-TOR@LAA-1,5/2/2019,Toronto Blue Jays,Road,0.188,5.62,lose,1,Toronto Blue Jays,Los Angeles Angels,Thu,n,no
43588-ARI@COL-1,5/3/2019,Arizona Diamondbacks,Road,0.3,5,win,1,Arizona Diamondbacks,Colorado Rockies,Fri,n,no
43588-ARI@COL-1,5/3/2019,Colorado Rockies,Home,0.263,9,lose,1,Arizona Diamondbacks,Colorado Rockies,Fri,n,no
43588-ATL@MIA-1,5/3/2019,Atlanta Braves,Road,0.294,2,win,1,Atlanta Braves,Miami Marlins,Fri,n,no
43588-ATL@MIA-1,5/3/2019,Miami Marlins,Home,0.188,7,lose,1,Atlanta Braves,Miami Marlins,Fri,n,no
43588-BOS@CHW-1,5/3/2019,Boston Red Sox,Road,0.306,1,win,1,Boston Red Sox,Chicago White Sox,Fri,n,no
43588-BOS@CHW-1,5/3/2019,Chicago White Sox,Home,0.161,6,lose,1,Boston Red Sox,Chicago White Sox,Fri,n,no
43588-KCR@DET-1,5/3/2019,Detroit Tigers,Home,0.258,3,win,1,Kansas City Royals,Detroit Tigers,Fri,n,no
43588-KCR@DET-1,5/3/2019,Kansas City Royals,Road,0.219,4.5,lose,1,Kansas City Royals,Detroit Tigers,Fri,n,no
43588-LAD@SDP-1,5/3/2019,Los Angeles Dodgers,Road,0.257,3,win,1,Los Angeles Dodgers,San Diego Padres,Fri,n,no
43588-LAD@SDP-1,5/3/2019,San Diego Padres,Home,0.188,4,lose,1,Los Angeles Dodgers,San Diego Padres,Fri,n,no
43588-MIN@NYY-1,5/3/2019,New York Yankees,Home,0.276,2,win,1,Minnesota Twins,New York Yankees,Fri,n,no
43588-MIN@NYY-1,5/3/2019,Minnesota Twins,Road,0.133,3.38,lose,1,Minnesota Twins,New York Yankees,Fri,n,no
43588-NYM@MIL-1,5/3/2019,Milwaukee Brewers,Home,0.303,1,win,1,New York Mets,Milwaukee Brewers,Fri,n,no
43588-NYM@MIL-1,5/3/2019,New York Mets,Road,0.219,3.38,lose,1,New York Mets,Milwaukee Brewers,Fri,n,no
43588-OAK@PIT-1,5/3/2019,Oakland Athletics,Road,0.372,1,win,1,Oakland Athletics,Pittsburgh Pirates,Fri,n,no
