game_date,game_number,game_day,visiting_team,home_team,day_night,double_header
5/26/2019,1,Sun,Arizona Diamondbacks,San Francisco Giants,d,no
5/26/2019,1,Sun,Atlanta Braves,St. Louis Cardinals,n,no
5/26/2019,1,Sun,San Diego Padres,Toronto Blue Jays,d,no
5/26/2019,1,Sun,Miami Marlins,Washington Nationals,d,no
5/27/2019,2,Mon,Pittsburgh Pirates,Cincinnati Reds,d,yes
5/27/2019,1,Sat,Pittsburgh Pirates,Cincinnati Reds,d,yes
5/27/2019,1,Mon,Detroit Tigers,Baltimore Orioles,d,no
5/27/2019,1,Mon,Cleveland Indians,Boston Red Sox,d,no
5/27/2019,1,Mon,Kansas City Royals,Chicago White Sox,d,no
5/27/2019,1,Mon,Arizona Diamondbacks,Colorado Rockies,d,no
5/27/2019,1,Mon,Chicago Cubs,Houston Astros,d,no
5/27/2019,1,Mon,New York Mets,Los Angeles Dodgers,n,no
5/27/2019,1,Mon,Milwaukee Brewers,Minnesota Twins,n,no
5/27/2019,1,Mon,San Diego Padres,New York Yankees,d,no
5/27/2019,1,Mon,Los Angeles Angels,Oakland Athletics,d,no
5/27/2019,1,Mon,Texas Rangers,Seattle Mariners,n,no
5/27/2019,1,Mon,Toronto Blue Jays,Tampa Bay Rays,d,no
5/27/2019,1,Mon,Miami Marlins,Washington Nationals,d,no
5/28/2019,1,Tue,Washington Nationals,Atlanta Braves,n,no
5/28/2019,1,Tue,Detroit Tigers,Baltimore Orioles,n,no
5/28/2019,1,Tue,Cleveland Indians,Boston Red Sox,n,no
5/28/2019,1,Tue,Kansas City Royals,Chicago White Sox,n,no
5/28/2019,1,Tue,Pittsburgh Pirates,Cincinnati Reds,n,no
5/28/2019,1,Tue,Arizona Diamondbacks,Colorado Rockies,n,no
5/28/2019,1,Tue,Chicago Cubs,Houston Astros,n,no
5/28/2019,1,Tue,New York Mets,Los Angeles Dodgers,n,no
5/28/2019,1,Tue,San Francisco Giants,Miami Marlins,n,no
5/28/2019,1,Tue,Milwaukee Brewers,Minnesota Twins,n,no
5/28/2019,1,Tue,San Diego Padres,New York Yankees,n,no
5/28/2019,1,Tue,Los Angeles Angels,Oakland Athletics,n,no
5/28/2019,1,Tue,St. Louis Cardinals,Philadelphia Phillies,n,no
5/28/2019,1,Tue,Texas Rangers,Seattle Mariners,n,no
5/28/2019,1,Tue,Toronto Blue Jays,Tampa Bay Rays,n,no
5/29/2019,1,Wed,Washington Nationals,Atlanta Braves,n,no
5/29/2019,1,Wed,Detroit Tigers,Baltimore Orioles,n,no
5/29/2019,1,Wed,Cleveland Indians,Boston Red Sox,n,no
5/29/2019,1,Wed,Kansas City Royals,Chicago White Sox,n,no
5/29/2019,1,Wed,Pittsburgh Pirates,Cincinnati Reds,d,no
5/29/2019,1,Wed,Arizona Diamondbacks,Colorado Rockies,n,no
5/29/2019,1,Wed,Chicago Cubs,Houston Astros,n,no
5/29/2019,1,Wed,New York Mets,Los Angeles Dodgers,n,no
5/29/2019,1,Wed,San Francisco Giants,Miami Marlins,n,no
5/29/2019,1,Wed,San Diego Padres,New York Yankees,d,no
5/29/2019,1,Wed,Los Angeles Angels,Oakland Athletics,d,no
5/29/2019,1,Wed,St. Louis Cardinals,Philadelphia Phillies,n,no
5/29/2019,1,Wed,Texas Rangers,Seattle Mariners,d,no
5/29/2019,1,Wed,Toronto Blue Jays,Tampa Bay Rays,n,no
5/30/2019,1,Thu,Cleveland Indians,Chicago White Sox,n,no
5/30/2019,1,Thu,Arizona Diamondbacks,Colorado Rockies,d,no
5/30/2019,1,Thu,New York Mets,Los Angeles Dodgers,n,no
5/30/2019,1,Thu,San Francisco Giants,Miami Marlins,d,no
5/30/2019,1,Thu,St. Louis Cardinals,Philadelphia Phillies,d,no
5/30/2019,1,Thu,Milwaukee Brewers,Pittsburgh Pirates,n,no
5/30/2019,1,Thu,Los Angeles Angels,Seattle Mariners,n,no
5/30/2019,1,Thu,Minnesota Twins,Tampa Bay Rays,n,no
5/30/2019,1,Thu,Kansas City Royals,Texas Rangers,n,no
5/31/2019,1,Fri,New York Mets,Arizona Diamondbacks,n,no
5/31/2019,1,Fri,Detroit Tigers,Atlanta Braves,n,no
5/31/2019,1,Fri,San Francisco Giants,Baltimore Orioles,n,no
5/31/2019,1,Fri,Cleveland Indians,Chicago White Sox,n,no
5/31/2019,1,Fri,Washington Nationals,Cincinnati Reds,n,no
5/31/2019,1,Fri,Toronto Blue Jays,Colorado Rockies,n,no
5/31/2019,1,Fri,Philadelphia Phillies,Los Angeles Dodgers,n,no
5/31/2019,1,Fri,Boston Red Sox,New York Yankees,n,no
5/31/2019,1,Fri,Houston Astros,Oakland Athletics,n,no
5/31/2019,1,Fri,Milwaukee Brewers,Pittsburgh Pirates,n,no
5/31/2019,1,Fri,Miami Marlins,San Diego Padres,n,no
5/31/2019,1,Fri,Los Angeles Angels,Seattle Mariners,n,no
5/31/2019,1,Fri,Chicago Cubs,St. Louis Cardinals,n,no
5/31/2019,1,Fri,Minnesota Twins,Tampa Bay Rays,n,no
5/31/2019,1,Fri,Kansas City Royals,Texas Rangers,n,no
6/1/2019,1,Sat,New York Mets,Arizona Diamondbacks,n,no
6/1/2019,1,Sat,Detroit Tigers,Atlanta Braves,d,no
6/1/2019,1,Sat,San Francisco Giants,Baltimore Orioles,d,no
6/1/2019,1,Sat,Cleveland Indians,Chicago White Sox,d,no
6/1/2019,1,Sat,Washington Nationals,Cincinnati Reds,d,no
6/1/2019,1,Sat,Toronto Blue Jays,Colorado Rockies,n,no
6/1/2019,1,Sat,Philadelphia Phillies,Los Angeles Dodgers,n,no
6/1/2019,1,Sat,Boston Red Sox,New York Yankees,n,no
6/1/2019,1,Sat,Houston Astros,Oakland Athletics,n,no
6/1/2019,1,Sat,Milwaukee Brewers,Pittsburgh Pirates,d,no
6/1/2019,1,Sat,Miami Marlins,San Diego Padres,n,no
6/1/2019,1,Sat,Los Angeles Angels,Seattle Mariners,d,no
6/1/2019,1,Sat,Chicago Cubs,St. Louis Cardinals,n,no
6/1/2019,1,Sat,Minnesota Twins,Tampa Bay Rays,d,no
6/1/2019,1,Sat,Kansas City Royals,Texas Rangers,d,no
6/2/2019,1,Sun,New York Mets,Arizona Diamondbacks,d,no
6/2/2019,1,Sun,Detroit Tigers,Atlanta Braves,d,no
6/2/2019,1,Sun,San Francisco Giants,Baltimore Orioles,d,no
6/2/2019,1,Sun,Cleveland Indians,Chicago White Sox,d,no
6/2/2019,1,Sun,Washington Nationals,Cincinnati Reds,d,no
6/2/2019,1,Sun,Toronto Blue Jays,Colorado Rockies,d,no
6/2/2019,1,Sun,Philadelphia Phillies,Los Angeles Dodgers,d,no
6/2/2019,1,Sun,Boston Red Sox,New York Yankees,n,no
6/2/2019,1,Sun,Houston Astros,Oakland Athletics,d,no
6/2/2019,1,Sun,Milwaukee Brewers,Pittsburgh Pirates,d,no
6/2/2019,1,Sun,Miami Marlins,San Diego Padres,d,no
6/2/2019,1,Sun,Los Angeles Angels,Seattle Mariners,d,no
6/2/2019,1,Sun,Chicago Cubs,St. Louis Cardinals,d,no
6/2/2019,1,Sun,Minnesota Twins,Tampa Bay Rays,d,no
6/2/2019,1,Sun,Kansas City Royals,Texas Rangers,d,no
6/3/2019,1,Mon,Los Angeles Dodgers,Arizona Diamondbacks,n,no
6/3/2019,1,Mon,Los Angeles Angels,Chicago Cubs,d,no
6/3/2019,1,Mon,Philadelphia Phillies,San Diego Padres,n,no
6/3/2019,1,Mon,Houston Astros,Seattle Mariners,n,no
6/4/2019,1,Tue,Oakland Athletics,Los Angeles Angels,n,no
6/4/2019,1,Tue,Los Angeles Dodgers,Arizona Diamondbacks,n,no
6/4/2019,1,Tue,Colorado Rockies,Chicago Cubs,n,no
6/4/2019,1,Tue,Minnesota Twins,Cleveland Indians,n,no
6/4/2019,1,Tue,Tampa Bay Rays,Detroit Tigers,n,no
6/4/2019,1,Tue,Boston Red Sox,Kansas City Royals,n,no
6/4/2019,1,Tue,Miami Marlins,Milwaukee Brewers,n,no
6/4/2019,1,Tue,San Francisco Giants,New York Mets,n,no
6/4/2019,1,Tue,Atlanta Braves,Pittsburgh Pirates,n,no
6/4/2019,1,Tue,Philadelphia Phillies,San Diego Padres,n,no
6/4/2019,1,Tue,Houston Astros,Seattle Mariners,n,no
6/4/2019,1,Tue,Cincinnati Reds,St. Louis Cardinals,n,no
6/4/2019,1,Tue,Baltimore Orioles,Texas Rangers,n,no
6/4/2019,1,Tue,New York Yankees,Toronto Blue Jays,n,no
6/4/2019,1,Tue,Chicago White Sox,Washington Nationals,n,no
6/5/2019,1,Wed,Oakland Athletics,Los Angeles Angels,n,no
6/5/2019,1,Wed,Los Angeles Dodgers,Arizona Diamondbacks,d,no
6/5/2019,1,Wed,Colorado Rockies,Chicago Cubs,n,no
6/5/2019,1,Wed,Minnesota Twins,Cleveland Indians,n,no
6/5/2019,1,Wed,Tampa Bay Rays,Detroit Tigers,n,no
6/5/2019,1,Wed,Boston Red Sox,Kansas City Royals,n,no
6/5/2019,1,Wed,Miami Marlins,Milwaukee Brewers,n,no
6/5/2019,1,Wed,San Francisco Giants,New York Mets,n,no
6/5/2019,1,Wed,Atlanta Braves,Pittsburgh Pirates,n,no
6/5/2019,1,Wed,Philadelphia Phillies,San Diego Padres,d,no
6/5/2019,1,Wed,Houston Astros,Seattle Mariners,n,no
6/5/2019,1,Wed,Baltimore Orioles,Texas Rangers,n,no
6/5/2019,1,Wed,New York Yankees,Toronto Blue Jays,n,no
6/5/2019,1,Wed,Chicago White Sox,Washington Nationals,d,no
6/6/2019,1,Thu,Oakland Athletics,Los Angeles Angels,n,no
6/6/2019,1,Thu,Colorado Rockies,Chicago Cubs,d,no
6/6/2019,1,Thu,Minnesota Twins,Cleveland Indians,n,no
6/6/2019,1,Thu,Tampa Bay Rays,Detroit Tigers,d,no
6/6/2019,1,Thu,Boston Red Sox,Kansas City Royals,d,no
6/6/2019,1,Thu,Miami Marlins,Milwaukee Brewers,d,no
6/6/2019,1,Thu,San Francisco Giants,New York Mets,d,no
6/6/2019,1,Thu,Atlanta Braves,Pittsburgh Pirates,d,no
6/6/2019,1,Thu,Washington Nationals,San Diego Padres,n,no
6/6/2019,1,Thu,Houston Astros,Seattle Mariners,d,no
6/6/2019,1,Thu,Cincinnati Reds,St. Louis Cardinals,d,no
6/6/2019,1,Thu,Baltimore Orioles,Texas Rangers,n,no
6/6/2019,1,Thu,New York Yankees,Toronto Blue Jays,n,no
6/7/2019,1,Fri,Seattle Mariners,Los Angeles Angels,n,no
6/7/2019,1,Fri,Tampa Bay Rays,Boston Red Sox,n,no
6/7/2019,1,Fri,St. Louis Cardinals,Chicago Cubs,d,no
6/7/2019,1,Fri,New York Yankees,Cleveland Indians,n,no
6/7/2019,1,Fri,Minnesota Twins,Detroit Tigers,n,no
6/7/2019,1,Fri,Baltimore Orioles,Houston Astros,n,no
6/7/2019,1,Fri,Chicago White Sox,Kansas City Royals,n,no
6/7/2019,1,Fri,Atlanta Braves,Miami Marlins,n,no
6/7/2019,1,Fri,Pittsburgh Pirates,Milwaukee Brewers,n,no
6/7/2019,1,Fri,Colorado Rockies,New York Mets,n,no
6/7/2019,1,Fri,Cincinnati Reds,Philadelphia Phillies,n,no
6/7/2019,1,Fri,Washington Nationals,San Diego Padres,n,no
6/7/2019,1,Fri,Los Angeles Dodgers,San Francisco Giants,n,no
6/7/2019,1,Fri,Oakland Athletics,Texas Rangers,n,no
6/7/2019,1,Fri,Arizona Diamondbacks,Toronto Blue Jays,n,no
6/8/2019,2,Sat,Tampa Bay Rays,Boston Red Sox,d,yes
6/8/2019,2,Sat,Oakland Athletics,Texas Rangers,n,yes
6/8/2019,1,Fri,Tampa Bay Rays,Boston Red Sox,d,yes
6/8/2019,1,Sat,Oakland Athletics,Texas Rangers,d,yes
6/8/2019,1,Sat,Seattle Mariners,Los Angeles Angels,n,no
6/8/2019,1,Sat,St. Louis Cardinals,Chicago Cubs,n,no
6/8/2019,1,Sat,New York Yankees,Cleveland Indians,d,no
6/8/2019,1,Sat,Minnesota Twins,Detroit Tigers,d,no
6/8/2019,1,Sat,Baltimore Orioles,Houston Astros,d,no
6/8/2019,1,Sat,Chicago White Sox,Kansas City Royals,d,no
6/8/2019,1,Sat,Atlanta Braves,Miami Marlins,d,no
6/8/2019,1,Sat,Pittsburgh Pirates,Milwaukee Brewers,d,no
6/8/2019,1,Sat,Colorado Rockies,New York Mets,n,no
6/8/2019,1,Sat,Cincinnati Reds,Philadelphia Phillies,d,no
6/8/2019,1,Sat,Washington Nationals,San Diego Padres,n,no
6/8/2019,1,Sat,Los Angeles Dodgers,San Francisco Giants,d,no
6/8/2019,1,Sat,Arizona Diamondbacks,Toronto Blue Jays,d,no
6/9/2019,1,Sun,Seattle Mariners,Los Angeles Angels,d,no
6/9/2019,1,Sun,Tampa Bay Rays,Boston Red Sox,d,no
6/9/2019,1,Sun,St. Louis Cardinals,Chicago Cubs,d,no
6/9/2019,1,Sun,New York Yankees,Cleveland Indians,d,no
6/9/2019,1,Sun,Minnesota Twins,Detroit Tigers,d,no
6/9/2019,1,Sun,Baltimore Orioles,Houston Astros,d,no
6/9/2019,1,Sun,Chicago White Sox,Kansas City Royals,d,no
6/9/2019,1,Sun,Atlanta Braves,Miami Marlins,d,no
6/9/2019,1,Sun,Pittsburgh Pirates,Milwaukee Brewers,d,no
6/9/2019,1,Sun,Colorado Rockies,New York Mets,d,no
6/9/2019,1,Sun,Cincinnati Reds,Philadelphia Phillies,d,no
6/9/2019,1,Sun,Washington Nationals,San Diego Padres,d,no
6/9/2019,1,Sun,Los Angeles Dodgers,San Francisco Giants,d,no
6/9/2019,1,Sun,Oakland Athletics,Texas Rangers,d,no
6/9/2019,1,Sun,Arizona Diamondbacks,Toronto Blue Jays,d,no
6/10/2019,1,Mon,Los Angeles Dodgers,Los Angeles Angels,n,no
6/10/2019,1,Mon,Pittsburgh Pirates,Atlanta Braves,n,no
6/10/2019,1,Mon,Texas Rangers,Boston Red Sox,n,no
6/10/2019,1,Mon,Washington Nationals,Chicago White Sox,n,no
6/10/2019,1,Mon,Chicago Cubs,Colorado Rockies,n,no
6/10/2019,1,Mon,St. Louis Cardinals,Miami Marlins,n,no
6/10/2019,1,Mon,Arizona Diamondbacks,Philadelphia Phillies,n,no
6/10/2019,1,Mon,Oakland Athletics,Tampa Bay Rays,n,no
6/11/2019,2,Tue,New York Mets,New York Yankees,n,yes
6/11/2019,1,Mon,New York Mets,New York Yankees,d,yes
6/11/2019,1,Tue,Los Angeles Dodgers,Los Angeles Angels,n,no
6/11/2019,1,Tue,Pittsburgh Pirates,Atlanta Braves,n,no
6/11/2019,1,Tue,Toronto Blue Jays,Baltimore Orioles,n,no
6/11/2019,1,Tue,Texas Rangers,Boston Red Sox,n,no
6/11/2019,1,Tue,Washington Nationals,Chicago White Sox,n,no
6/11/2019,1,Tue,Cincinnati Reds,Cleveland Indians,n,no
6/11/2019,1,Tue,Chicago Cubs,Colorado Rockies,n,no
6/11/2019,1,Tue,Milwaukee Brewers,Houston Astros,n,no
6/11/2019,1,Tue,Detroit Tigers,Kansas City Royals,n,no
6/11/2019,1,Tue,St. Louis Cardinals,Miami Marlins,n,no
6/11/2019,1,Tue,Seattle Mariners,Minnesota Twins,n,no
6/11/2019,1,Tue,Arizona Diamondbacks,Philadelphia Phillies,n,no
6/11/2019,1,Tue,San Diego Padres,San Francisco Giants,n,no
6/11/2019,1,Tue,Oakland Athletics,Tampa Bay Rays,n,no
6/12/2019,1,Wed,Pittsburgh Pirates,Atlanta Braves,n,no
6/12/2019,1,Wed,Toronto Blue Jays,Baltimore Orioles,n,no
6/12/2019,1,Wed,Texas Rangers,Boston Red Sox,n,no
6/12/2019,1,Wed,Cincinnati Reds,Cleveland Indians,d,no
6/12/2019,1,Wed,Chicago Cubs,Colorado Rockies,d,no
6/12/2019,1,Wed,Milwaukee Brewers,Houston Astros,n,no
6/12/2019,1,Wed,Detroit Tigers,Kansas City Royals,n,no
6/12/2019,1,Wed,St. Louis Cardinals,Miami Marlins,n,no
6/12/2019,1,Wed,Seattle Mariners,Minnesota Twins,n,no
6/12/2019,1,Wed,Arizona Diamondbacks,Philadelphia Phillies,n,no
6/12/2019,1,Wed,San Diego Padres,San Francisco Giants,n,no
6/12/2019,1,Wed,Oakland Athletics,Tampa Bay Rays,d,no
6/13/2019,1,Thu,Pittsburgh Pirates,Atlanta Braves,d,no
6/13/2019,1,Thu,Toronto Blue Jays,Baltimore Orioles,n,no
6/13/2019,1,Thu,Texas Rangers,Boston Red Sox,n,no
6/13/2019,1,Thu,New York Yankees,Chicago White Sox,n,no
6/13/2019,1,Thu,San Diego Padres,Colorado Rockies,n,no
6/13/2019,1,Thu,Detroit Tigers,Kansas City Royals,n,no
6/13/2019,1,Thu,Chicago Cubs,Los Angeles Dodgers,n,no
6/13/2019,1,Thu,Seattle Mariners,Minnesota Twins,d,no
6/13/2019,1,Thu,St. Louis Cardinals,New York Mets,n,no
6/13/2019,1,Thu,Los Angeles Angels,Tampa Bay Rays,n,no
6/13/2019,1,Thu,Arizona Diamondbacks,Washington Nationals,n,no
6/14/2019,1,Fri,Philadelphia Phillies,Atlanta Braves,n,no
6/14/2019,1,Fri,Boston Red Sox,Baltimore Orioles,n,no
6/14/2019,1,Fri,New York Yankees,Chicago White Sox,n,no
6/14/2019,1,Fri,Texas Rangers,Cincinnati Reds,n,no
6/14/2019,1,Fri,San Diego Padres,Colorado Rockies,n,no
6/14/2019,1,Fri,Cleveland Indians,Detroit Tigers,n,no
6/14/2019,1,Fri,Toronto Blue Jays,Houston Astros,n,no
6/14/2019,1,Fri,Chicago Cubs,Los Angeles Dodgers,n,no
6/14/2019,1,Fri,Pittsburgh Pirates,Miami Marlins,n,no
6/14/2019,1,Fri,Kansas City Royals,Minnesota Twins,n,no
6/14/2019,1,Fri,St. Louis Cardinals,New York Mets,n,no
6/14/2019,1,Fri,Seattle Mariners,Oakland Athletics,n,no
6/14/2019,1,Fri,Milwaukee Brewers,San Francisco Giants,n,no
6/14/2019,1,Fri,Los Angeles Angels,Tampa Bay Rays,n,no
6/14/2019,1,Fri,Arizona Diamondbacks,Washington Nationals,n,no
6/15/2019,1,Sat,Philadelphia Phillies,Atlanta Braves,n,no
6/15/2019,1,Sat,Boston Red Sox,Baltimore Orioles,d,no
6/15/2019,1,Sat,New York Yankees,Chicago White Sox,n,no
6/15/2019,1,Sat,Texas Rangers,Cincinnati Reds,n,no
6/15/2019,1,Sat,San Diego Padres,Colorado Rockies,n,no
6/15/2019,1,Sat,Cleveland Indians,Detroit Tigers,n,no
6/15/2019,1,Sat,Toronto Blue Jays,Houston Astros,d,no
6/15/2019,1,Sat,Chicago Cubs,Los Angeles Dodgers,n,no
6/15/2019,1,Sat,Pittsburgh Pirates,Miami Marlins,n,no
6/15/2019,1,Sat,Kansas City Royals,Minnesota Twins,n,no
6/15/2019,1,Sat,St. Louis Cardinals,New York Mets,n,no
6/15/2019,1,Sat,Seattle Mariners,Oakland Athletics,n,no
6/15/2019,1,Sat,Milwaukee Brewers,San Francisco Giants,d,no
6/15/2019,1,Sat,Los Angeles Angels,Tampa Bay Rays,d,no
6/15/2019,1,Sat,Arizona Diamondbacks,Washington Nationals,d,no
6/16/2019,1,Sun,Philadelphia Phillies,Atlanta Braves,d,no
6/16/2019,1,Sun,Boston Red Sox,Baltimore Orioles,d,no
6/16/2019,1,Sun,New York Yankees,Chicago White Sox,d,no
6/16/2019,1,Sun,Texas Rangers,Cincinnati Reds,d,no
6/16/2019,1,Sun,San Diego Padres,Colorado Rockies,d,no
6/16/2019,1,Sun,Cleveland Indians,Detroit Tigers,d,no
6/16/2019,1,Sun,Toronto Blue Jays,Houston Astros,d,no
6/16/2019,1,Sun,Chicago Cubs,Los Angeles Dodgers,d,no
6/16/2019,1,Sun,Pittsburgh Pirates,Miami Marlins,d,no
6/16/2019,1,Sun,Kansas City Royals,Minnesota Twins,d,no
6/16/2019,1,Sun,St. Louis Cardinals,New York Mets,d,no
6/16/2019,1,Sun,Seattle Mariners,Oakland Athletics,d,no
6/16/2019,1,Sun,Milwaukee Brewers,San Francisco Giants,d,no
6/16/2019,1,Sun,Los Angeles Angels,Tampa Bay Rays,d,no
6/16/2019,1,Sun,Arizona Diamondbacks,Washington Nationals,d,no
6/17/2019,1,Mon,New York Mets,Atlanta Braves,n,no
6/17/2019,1,Mon,Houston Astros,Cincinnati Reds,n,no
6/17/2019,1,Mon,San Francisco Giants,Los Angeles Dodgers,n,no
6/17/2019,1,Mon,Boston Red Sox,Minnesota Twins,n,no
6/17/2019,1,Mon,Tampa Bay Rays,New York Yankees,n,no
6/17/2019,1,Mon,Baltimore Orioles,Oakland Athletics,n,no
6/17/2019,1,Mon,Milwaukee Brewers,San Diego Padres,n,no
6/17/2019,1,Mon,Kansas City Royals,Seattle Mariners,n,no
6/17/2019,1,Mon,Miami Marlins,St. Louis Cardinals,n,no
6/17/2019,1,Mon,Cleveland Indians,Texas Rangers,n,no
6/17/2019,1,Mon,Los Angeles Angels,Toronto Blue Jays,n,no
6/18/2019,1,Tue,Colorado Rockies,Arizona Diamondbacks,n,no
6/18/2019,1,Tue,New York Mets,Atlanta Braves,n,no
6/18/2019,1,Tue,Chicago White Sox,Chicago Cubs,n,no
6/18/2019,1,Tue,Houston Astros,Cincinnati Reds,n,no
6/18/2019,1,Tue,San Francisco Giants,Los Angeles Dodgers,n,no
6/18/2019,1,Tue,Boston Red Sox,Minnesota Twins,n,no
6/18/2019,1,Tue,Tampa Bay Rays,New York Yankees,n,no
6/18/2019,1,Tue,Baltimore Orioles,Oakland Athletics,n,no
6/18/2019,1,Tue,Detroit Tigers,Pittsburgh Pirates,n,no
6/18/2019,1,Tue,Milwaukee Brewers,San Diego Padres,n,no
6/18/2019,1,Tue,Kansas City Royals,Seattle Mariners,n,no
6/18/2019,1,Tue,Miami Marlins,St. Louis Cardinals,n,no
6/18/2019,1,Tue,Cleveland Indians,Texas Rangers,n,no
6/18/2019,1,Tue,Los Angeles Angels,Toronto Blue Jays,n,no
6/19/2019,2,Wed,Philadelphia Phillies,Washington Nationals,n,yes
6/19/2019,1,Mon,Philadelphia Phillies,Washington Nationals,d,yes
6/19/2019,1,Wed,Colorado Rockies,Arizona Diamondbacks,n,no
6/19/2019,1,Wed,New York Mets,Atlanta Braves,n,no
6/19/2019,1,Wed,Chicago White Sox,Chicago Cubs,n,no
6/19/2019,1,Wed,Houston Astros,Cincinnati Reds,d,no
6/19/2019,1,Wed,San Francisco Giants,Los Angeles Dodgers,n,no
6/19/2019,1,Wed,Boston Red Sox,Minnesota Twins,n,no
6/19/2019,1,Wed,Tampa Bay Rays,New York Yankees,d,no
6/19/2019,1,Wed,Baltimore Orioles,Oakland Athletics,d,no
6/19/2019,1,Wed,Detroit Tigers,Pittsburgh Pirates,n,no
6/19/2019,1,Wed,Milwaukee Brewers,San Diego Padres,d,no
6/19/2019,1,Wed,Kansas City Royals,Seattle Mariners,d,no
6/19/2019,1,Wed,Miami Marlins,St. Louis Cardinals,n,no
6/19/2019,1,Wed,Cleveland Indians,Texas Rangers,n,no
6/19/2019,1,Wed,Los Angeles Angels,Toronto Blue Jays,n,no
6/20/2019,1,Thu,Colorado Rockies,Arizona Diamondbacks,d,no
6/20/2019,1,Thu,New York Mets,Chicago Cubs,n,no
6/20/2019,1,Thu,Minnesota Twins,Kansas City Royals,n,no
6/20/2019,1,Thu,San Francisco Giants,Los Angeles Dodgers,n,no
6/20/2019,1,Thu,Cincinnati Reds,Milwaukee Brewers,n,no
6/20/2019,1,Thu,Houston Astros,New York Yankees,n,no
6/20/2019,1,Thu,Tampa Bay Rays,Oakland Athletics,n,no
6/20/2019,1,Thu,Baltimore Orioles,Seattle Mariners,n,no
6/20/2019,1,Thu,Miami Marlins,St. Louis Cardinals,n,no
6/20/2019,1,Thu,Cleveland Indians,Texas Rangers,d,no
6/20/2019,1,Thu,Los Angeles Angels,Toronto Blue Jays,n,no
6/20/2019,1,Thu,Philadelphia Phillies,Washington Nationals,n,no
6/21/2019,1,Fri,San Francisco Giants,Arizona Diamondbacks,n,no
6/21/2019,1,Fri,Toronto Blue Jays,Boston Red Sox,n,no
6/21/2019,1,Fri,New York Mets,Chicago Cubs,d,no
6/21/2019,1,Fri,Detroit Tigers,Cleveland Indians,n,no
6/21/2019,1,Fri,Minnesota Twins,Kansas City Royals,n,no
6/21/2019,1,Fri,Colorado Rockies,Los Angeles Dodgers,n,no
6/21/2019,1,Fri,Cincinnati Reds,Milwaukee Brewers,n,no
6/21/2019,1,Fri,Houston Astros,New York Yankees,n,no
6/21/2019,1,Fri,Tampa Bay Rays,Oakland Athletics,n,no
6/21/2019,1,Fri,Miami Marlins,Philadelphia Phillies,n,no
6/21/2019,1,Fri,San Diego Padres,Pittsburgh Pirates,n,no
6/21/2019,1,Fri,Baltimore Orioles,Seattle Mariners,n,no
6/21/2019,1,Fri,Los Angeles Angels,St. Louis Cardinals,n,no
6/21/2019,1,Fri,Chicago White Sox,Texas Rangers,n,no
6/21/2019,1,Fri,Atlanta Braves,Washington Nationals,n,no
6/22/2019,1,Sat,San Francisco Giants,Arizona Diamondbacks,n,no
6/22/2019,1,Sat,Toronto Blue Jays,Boston Red Sox,d,no
6/22/2019,1,Sat,New York Mets,Chicago Cubs,d,no
6/22/2019,1,Sat,Detroit Tigers,Cleveland Indians,d,no
6/22/2019,1,Sat,Minnesota Twins,Kansas City Royals,d,no
6/22/2019,1,Sat,Colorado Rockies,Los Angeles Dodgers,d,no
6/22/2019,1,Sat,Cincinnati Reds,Milwaukee Brewers,d,no
6/22/2019,1,Sat,Houston Astros,New York Yankees,n,no
6/22/2019,1,Sat,Tampa Bay Rays,Oakland Athletics,d,no
6/22/2019,1,Sat,Miami Marlins,Philadelphia Phillies,d,no
6/22/2019,1,Sat,San Diego Padres,Pittsburgh Pirates,d,no
6/22/2019,1,Sat,Baltimore Orioles,Seattle Mariners,d,no
6/22/2019,1,Sat,Los Angeles Angels,St. Louis Cardinals,d,no
6/22/2019,1,Sat,Chicago White Sox,Texas Rangers,n,no
6/22/2019,1,Sat,Atlanta Braves,Washington Nationals,n,no
6/23/2019,1,Sun,San Francisco Giants,Arizona Diamondbacks,d,no
6/23/2019,1,Sun,Toronto Blue Jays,Boston Red Sox,d,no
6/23/2019,1,Sun,New York Mets,Chicago Cubs,d,no
6/23/2019,1,Sun,Detroit Tigers,Cleveland Indians,d,no
6/23/2019,1,Sun,Minnesota Twins,Kansas City Royals,d,no
6/23/2019,1,Sun,Colorado Rockies,Los Angeles Dodgers,d,no
6/23/2019,1,Sun,Cincinnati Reds,Milwaukee Brewers,d,no
6/23/2019,1,Sun,Houston Astros,New York Yankees,d,no
6/23/2019,1,Sun,Tampa Bay Rays,Oakland Athletics,d,no
6/23/2019,1,Sun,Miami Marlins,Philadelphia Phillies,d,no
6/23/2019,1,Sun,San Diego Padres,Pittsburgh Pirates,d,no
6/23/2019,1,Sun,Baltimore Orioles,Seattle Mariners,d,no
6/23/2019,1,Sun,Los Angeles Angels,St. Louis Cardinals,d,no
6/23/2019,1,Sun,Chicago White Sox,Texas Rangers,d,no
6/23/2019,1,Sun,Atlanta Braves,Washington Nationals,d,no
6/24/2019,1,Mon,Los Angeles Dodgers,Arizona Diamondbacks,n,no
6/24/2019,1,Mon,Chicago White Sox,Boston Red Sox,n,no
6/24/2019,1,Mon,Atlanta Braves,Chicago Cubs,n,no
6/24/2019,1,Mon,Kansas City Royals,Cleveland Indians,n,no
6/24/2019,1,Mon,Toronto Blue Jays,New York Yankees,n,no
6/24/2019,1,Mon,New York Mets,Philadelphia Phillies,n,no
