game_id,game_date,team_name,venue,batting_avg,earn_run_ave,game_outcome,game_number,visiting_team,home_team
43644-ARI@SFG-1,6/28/2019,San Francisco Giants,Home,0.353,3,win,1,Arizona Diamondbacks,San Francisco Giants
43644-ARI@SFG-1,6/28/2019,Arizona Diamondbacks,Road,0.289,6.75,lose,1,Arizona Diamondbacks,San Francisco Giants
43644-ATL@NYM-1,6/28/2019,Atlanta Braves,Road,0.257,2,win,1,Atlanta Braves,New York Mets
43644-ATL@NYM-1,6/28/2019,New York Mets,Home,0.25,6,lose,1,Atlanta Braves,New York Mets
43644-CHC@CIN-1,6/28/2019,Cincinnati Reds,Home,0.355,3,win,1,Chicago Cubs,Cincinnati Reds
43644-CHC@CIN-1,6/28/2019,Chicago Cubs,Road,0.188,6.75,lose,1,Chicago Cubs,Cincinnati Reds
43644-CLE@BAL-1,6/28/2019,Baltimore Orioles,Home,0.421,0,win,1,Cleveland Indians,Baltimore Orioles
43644-CLE@BAL-1,6/28/2019,Cleveland Indians,Road,0.188,14.62,lose,1,Cleveland Indians,Baltimore Orioles
43644-KCR@TOR-1,6/28/2019,Toronto Blue Jays,Home,0.273,2,win,1,Kansas City Royals,Toronto Blue Jays
43644-KCR@TOR-1,6/28/2019,Kansas City Royals,Road,0.257,6.75,lose,1,Kansas City Royals,Toronto Blue Jays
43644-LAD@COL-1,6/28/2019,Colorado Rockies,Home,0.425,5,win,1,Los Angeles Dodgers,Colorado Rockies
43644-LAD@COL-1,6/28/2019,Los Angeles Dodgers,Road,0.237,11.25,lose,1,Los Angeles Dodgers,Colorado Rockies
43644-MIN@CHW-1,6/28/2019,Chicago White Sox,Home,0.257,4,win,1,Minnesota Twins,Chicago White Sox
43644-MIN@CHW-1,6/28/2019,Minnesota Twins,Road,0.273,3.38,lose,1,Minnesota Twins,Chicago White Sox
43644-OAK@LAA-1,6/28/2019,Oakland Athletics,Road,0.188,1,win,1,Oakland Athletics,Los Angeles Angels
43644-OAK@LAA-1,6/28/2019,Los Angeles Angels,Home,0.235,7,lose,1,Oakland Athletics,Los Angeles Angels
43644-PHI@MIA-1,6/28/2019,Miami Marlins,Home,0.258,2,win,1,Philadelphia Phillies,Miami Marlins
43644-PHI@MIA-1,6/28/2019,Philadelphia Phillies,Road,0.129,6.75,lose,1,Philadelphia Phillies,Miami Marlins
43644-PIT@MIL-1,6/28/2019,Pittsburgh Pirates,Road,0.265,2,win,1,Pittsburgh Pirates,Milwaukee Brewers
43644-PIT@MIL-1,6/28/2019,Milwaukee Brewers,Home,0.2,3,lose,1,Pittsburgh Pirates,Milwaukee Brewers
43644-SEA@HOU-1,6/28/2019,Houston Astros,Home,0.25,0.9,win,1,Seattle Mariners,Houston Astros
43644-SEA@HOU-1,6/28/2019,Seattle Mariners,Road,0.147,1.93,lose,1,Seattle Mariners,Houston Astros
43644-STL@SDP-1,6/28/2019,San Diego Padres,Home,0.259,1,win,1,St. Louis Cardinals,San Diego Padres
43644-STL@SDP-1,6/28/2019,St. Louis Cardinals,Road,0.25,3.38,lose,1,St. Louis Cardinals,San Diego Padres
43644-TEX@TBR-1,6/28/2019,Texas Rangers,Road,0.242,0,win,1,Texas Rangers,Tampa Bay Rays
43644-TEX@TBR-1,6/28/2019,Tampa Bay Rays,Home,0.1,4,lose,1,Texas Rangers,Tampa Bay Rays
43644-WSN@DET-1,6/28/2019,Washington Nationals,Road,0.212,1,win,1,Washington Nationals,Detroit Tigers
43644-WSN@DET-1,6/28/2019,Detroit Tigers,Home,0.176,3,lose,1,Washington Nationals,Detroit Tigers
43645-ARI@SFG-1,6/29/2019,Arizona Diamondbacks,Road,0.306,2,win,1,Arizona Diamondbacks,San Francisco Giants
43645-ARI@SFG-1,6/29/2019,San Francisco Giants,Home,0.219,2,lose,1,Arizona Diamondbacks,San Francisco Giants
43645-ATL@NYM-1,6/29/2019,Atlanta Braves,Road,0.342,4,win,1,Atlanta Braves,New York Mets
43645-ATL@NYM-1,6/29/2019,New York Mets,Home,0.222,5,lose,1,Atlanta Braves,New York Mets
43645-CHC@CIN-1,6/29/2019,Chicago Cubs,Road,0.235,0,win,1,Chicago Cubs,Cincinnati Reds
43645-CHC@CIN-1,6/29/2019,Cincinnati Reds,Home,0.212,5,lose,1,Chicago Cubs,Cincinnati Reds
43645-CLE@BAL-1,6/29/2019,Baltimore Orioles,Home,0.371,0,win,1,Cleveland Indians,Baltimore Orioles
43645-CLE@BAL-1,6/29/2019,Cleveland Indians,Road,0.161,14.62,lose,1,Cleveland Indians,Baltimore Orioles
43645-KCR@TOR-1,6/29/2019,Toronto Blue Jays,Home,0.207,5,win,1,Kansas City Royals,Toronto Blue Jays
43645-KCR@TOR-1,6/29/2019,Kansas City Royals,Road,0.219,7.56,lose,1,Kansas City Royals,Toronto Blue Jays
43645-LAD@COL-1,6/29/2019,Colorado Rockies,Home,0.233,2,win,1,Los Angeles Dodgers,Colorado Rockies
43645-LAD@COL-1,6/29/2019,Los Angeles Dodgers,Road,0.235,4.5,lose,1,Los Angeles Dodgers,Colorado Rockies
43645-MIN@CHW-1,6/29/2019,Minnesota Twins,Road,0.333,2,win,1,Minnesota Twins,Chicago White Sox
43645-MIN@CHW-1,6/29/2019,Chicago White Sox,Home,0.206,10,lose,1,Minnesota Twins,Chicago White Sox
43645-NYY@BOS-1,6/29/2019,New York Yankees,Road,0.422,13,win,1,New York Yankees,Boston Red Sox
43645-NYY@BOS-1,6/29/2019,Boston Red Sox,Home,0.419,17,lose,1,New York Yankees,Boston Red Sox
43645-OAK@LAA-1,6/29/2019,Oakland Athletics,Road,0.242,0,win,1,Oakland Athletics,Los Angeles Angels
43645-OAK@LAA-1,6/29/2019,Los Angeles Angels,Home,0.103,4,lose,1,Oakland Athletics,Los Angeles Angels
43645-PHI@MIA-1,6/29/2019,Miami Marlins,Home,0.385,4,win,1,Philadelphia Phillies,Miami Marlins
43645-PHI@MIA-1,6/29/2019,Philadelphia Phillies,Road,0.206,10.12,lose,1,Philadelphia Phillies,Miami Marlins
43645-PIT@MIL-1,6/29/2019,Milwaukee Brewers,Home,0.179,1,win,1,Pittsburgh Pirates,Milwaukee Brewers
43645-PIT@MIL-1,6/29/2019,Pittsburgh Pirates,Road,0.194,3.38,lose,1,Pittsburgh Pirates,Milwaukee Brewers
43645-SEA@HOU-1,6/29/2019,Houston Astros,Home,0.229,4.5,win,1,Seattle Mariners,Houston Astros
43645-SEA@HOU-1,6/29/2019,Seattle Mariners,Road,0.194,4,lose,1,Seattle Mariners,Houston Astros
43645-STL@SDP-1,6/29/2019,San Diego Padres,Home,0.333,1,win,1,St. Louis Cardinals,San Diego Padres
43645-STL@SDP-1,6/29/2019,St. Louis Cardinals,Road,0.147,6.75,lose,1,St. Louis Cardinals,San Diego Padres
43645-TEX@TBR-1,6/29/2019,Tampa Bay Rays,Home,0.226,2,win,1,Texas Rangers,Tampa Bay Rays
43645-TEX@TBR-1,6/29/2019,Texas Rangers,Road,0.161,5.62,lose,1,Texas Rangers,Tampa Bay Rays
43645-WSN@DET-1,6/29/2019,Detroit Tigers,Home,0.364,4,win,1,Washington Nationals,Detroit Tigers
43645-WSN@DET-1,6/29/2019,Washington Nationals,Road,0.265,7.88,lose,1,Washington Nationals,Detroit Tigers
43646-ARI@SFG-1,6/30/2019,San Francisco Giants,Home,0.371,4,win,1,Arizona Diamondbacks,San Francisco Giants
43646-ARI@SFG-1,6/30/2019,Arizona Diamondbacks,Road,0.235,11.25,lose,1,Arizona Diamondbacks,San Francisco Giants
43646-ATL@NYM-1,6/30/2019,New York Mets,Home,0.371,5,win,1,Atlanta Braves,New York Mets
43646-ATL@NYM-1,6/30/2019,Atlanta Braves,Road,0.278,9,lose,1,Atlanta Braves,New York Mets
43646-CHC@CIN-1,6/30/2019,Cincinnati Reds,Home,0.281,6,win,1,Chicago Cubs,Cincinnati Reds
43646-CHC@CIN-1,6/30/2019,Chicago Cubs,Road,0.289,7.88,lose,1,Chicago Cubs,Cincinnati Reds
43646-CLE@BAL-1,6/30/2019,Cleveland Indians,Road,0.27,0,win,1,Cleveland Indians,Baltimore Orioles
43646-CLE@BAL-1,6/30/2019,Baltimore Orioles,Home,0.161,2,lose,1,Cleveland Indians,Baltimore Orioles
43646-KCR@TOR-1,6/30/2019,Kansas City Royals,Road,0.306,6,win,1,Kansas City Royals,Toronto Blue Jays
43646-KCR@TOR-1,6/30/2019,Toronto Blue Jays,Home,0.235,7,lose,1,Kansas City Royals,Toronto Blue Jays
43646-LAD@COL-1,6/30/2019,Los Angeles Dodgers,Road,0.35,5,win,1,Los Angeles Dodgers,Colorado Rockies
43646-LAD@COL-1,6/30/2019,Colorado Rockies,Home,0.257,10,lose,1,Los Angeles Dodgers,Colorado Rockies
43646-MIN@CHW-1,6/30/2019,Chicago White Sox,Home,0.323,2,win,1,Minnesota Twins,Chicago White Sox
43646-MIN@CHW-1,6/30/2019,Minnesota Twins,Road,0.176,4.5,lose,1,Minnesota Twins,Chicago White Sox
43646-NYY@BOS-1,6/30/2019,New York Yankees,Road,0.325,8,win,1,New York Yankees,Boston Red Sox
43646-NYY@BOS-1,6/30/2019,Boston Red Sox,Home,0.375,11,lose,1,New York Yankees,Boston Red Sox
43646-OAK@LAA-1,6/30/2019,Oakland Athletics,Road,0.297,3,win,1,Oakland Athletics,Los Angeles Angels
43646-OAK@LAA-1,6/30/2019,Los Angeles Angels,Home,0.25,6,lose,1,Oakland Athletics,Los Angeles Angels
43646-PHI@MIA-1,6/30/2019,Philadelphia Phillies,Road,0.405,6,win,1,Philadelphia Phillies,Miami Marlins
43646-PHI@MIA-1,6/30/2019,Miami Marlins,Home,0.27,11,lose,1,Philadelphia Phillies,Miami Marlins
43646-PIT@MIL-1,6/30/2019,Milwaukee Brewers,Home,0.258,1,win,1,Pittsburgh Pirates,Milwaukee Brewers
43646-PIT@MIL-1,6/30/2019,Pittsburgh Pirates,Road,0.233,2.25,lose,1,Pittsburgh Pirates,Milwaukee Brewers
43646-SEA@HOU-1,6/30/2019,Houston Astros,Home,0.314,1,win,1,Seattle Mariners,Houston Astros
43646-SEA@HOU-1,6/30/2019,Seattle Mariners,Road,0.194,4.5,lose,1,Seattle Mariners,Houston Astros
43646-STL@SDP-1,6/30/2019,St. Louis Cardinals,Road,0.225,2.45,win,1,St. Louis Cardinals,San Diego Padres
43646-STL@SDP-1,6/30/2019,San Diego Padres,Home,0.244,3.27,lose,1,St. Louis Cardinals,San Diego Padres
43646-TEX@TBR-1,6/30/2019,Tampa Bay Rays,Home,0.273,2,win,1,Texas Rangers,Tampa Bay Rays
43646-TEX@TBR-1,6/30/2019,Texas Rangers,Road,0.138,4.5,lose,1,Texas Rangers,Tampa Bay Rays
43646-WSN@DET-1,6/30/2019,Washington Nationals,Road,0.206,1,win,1,Washington Nationals,Detroit Tigers
43646-WSN@DET-1,6/30/2019,Detroit Tigers,Home,0.156,2,lose,1,Washington Nationals,Detroit Tigers
43647-BAL@TBR-1,7/1/2019,Tampa Bay Rays,Home,0.312,3,win,1,Baltimore Orioles,Tampa Bay Rays
43647-BAL@TBR-1,7/1/2019,Baltimore Orioles,Road,0.257,6.75,lose,1,Baltimore Orioles,Tampa Bay Rays
43647-CHC@PIT-1,7/1/2019,Pittsburgh Pirates,Home,0.5,5,win,1,Chicago Cubs,Pittsburgh Pirates
43647-CHC@PIT-1,7/1/2019,Chicago Cubs,Road,0.342,19.12,lose,1,Chicago Cubs,Pittsburgh Pirates
43647-KCR@TOR-1,7/1/2019,Toronto Blue Jays,Home,0.462,4,win,1,Kansas City Royals,Toronto Blue Jays
43647-KCR@TOR-1,7/1/2019,Kansas City Royals,Road,0.265,12.38,lose,1,Kansas City Royals,Toronto Blue Jays
43647-MIL@CIN-1,7/1/2019,Milwaukee Brewers,Road,0.257,6,win,1,Milwaukee Brewers,Cincinnati Reds
43647-MIL@CIN-1,7/1/2019,Cincinnati Reds,Home,0.278,8,lose,1,Milwaukee Brewers,Cincinnati Reds
43647-SFG@SDP-1,7/1/2019,San Francisco Giants,Road,0.341,2,win,1,San Francisco Giants,San Diego Padres
43647-SFG@SDP-1,7/1/2019,San Diego Padres,Home,0.152,13,lose,1,San Francisco Giants,San Diego Padres
43648-ARI@LAD-1,7/2/2019,Los Angeles Dodgers,Home,0.219,4,win,1,Arizona Diamondbacks,Los Angeles Dodgers
43648-ARI@LAD-1,7/2/2019,Arizona Diamondbacks,Road,0.235,5.19,lose,1,Arizona Diamondbacks,Los Angeles Dodgers
43648-BAL@TBR-1,7/2/2019,Tampa Bay Rays,Home,0.25,3,win,1,Baltimore Orioles,Tampa Bay Rays
43648-BAL@TBR-1,7/2/2019,Baltimore Orioles,Road,0.182,6.75,lose,1,Baltimore Orioles,Tampa Bay Rays
43648-BOS@TOR-1,7/2/2019,Boston Red Sox,Road,0.366,6,win,1,Boston Red Sox,Toronto Blue Jays
43648-BOS@TOR-1,7/2/2019,Toronto Blue Jays,Home,0.242,10,lose,1,Boston Red Sox,Toronto Blue Jays
43648-CHC@PIT-1,7/2/2019,Pittsburgh Pirates,Home,0.241,1,win,1,Chicago Cubs,Pittsburgh Pirates
43648-CHC@PIT-1,7/2/2019,Chicago Cubs,Road,0.194,5.62,lose,1,Chicago Cubs,Pittsburgh Pirates
43648-CLE@KCR-1,7/2/2019,Cleveland Indians,Road,0.333,5,win,1,Cleveland Indians,Kansas City Royals
43648-CLE@KCR-1,7/2/2019,Kansas City Royals,Home,0.333,8,lose,1,Cleveland Indians,Kansas City Royals
43648-HOU@COL-1,7/2/2019,Houston Astros,Road,0.333,6,win,1,Houston Astros,Colorado Rockies
43648-HOU@COL-1,7/2/2019,Colorado Rockies,Home,0.333,8,lose,1,Houston Astros,Colorado Rockies
43648-LAA@TEX-1,7/2/2019,Los Angeles Angels,Road,0.222,3,win,1,Los Angeles Angels,Texas Rangers
43648-LAA@TEX-1,7/2/2019,Texas Rangers,Home,0.2,9,lose,1,Los Angeles Angels,Texas Rangers
43648-MIA@WSN-1,7/2/2019,Washington Nationals,Home,0.229,2,win,1,Miami Marlins,Washington Nationals
43648-MIA@WSN-1,7/2/2019,Miami Marlins,Road,0.226,2.08,lose,1,Miami Marlins,Washington Nationals
43648-MIL@CIN-1,7/2/2019,Cincinnati Reds,Home,0.25,3.27,win,1,Milwaukee Brewers,Cincinnati Reds
43648-MIL@CIN-1,7/2/2019,Milwaukee Brewers,Road,0.162,3.38,lose,1,Milwaukee Brewers,Cincinnati Reds
43648-MIN@OAK-1,7/2/2019,Oakland Athletics,Home,0.258,6,win,1,Minnesota Twins,Oakland Athletics
43648-MIN@OAK-1,7/2/2019,Minnesota Twins,Road,0.278,7.88,lose,1,Minnesota Twins,Oakland Athletics
43648-NYY@NYM-1,7/2/2019,New York Mets,Home,0.333,2,win,1,New York Yankees,New York Mets
43648-NYY@NYM-1,7/2/2019,New York Yankees,Road,0.194,3.38,lose,1,New York Yankees,New York Mets
43648-PHI@ATL-1,7/2/2019,Philadelphia Phillies,Road,0.212,0,win,1,Philadelphia Phillies,Atlanta Braves
43648-PHI@ATL-1,7/2/2019,Atlanta Braves,Home,0.133,2,lose,1,Philadelphia Phillies,Atlanta Braves
43648-SFG@SDP-1,7/2/2019,San Francisco Giants,Road,0.386,4,win,1,San Francisco Giants,San Diego Padres
43648-SFG@SDP-1,7/2/2019,San Diego Padres,Home,0.265,10,lose,1,San Francisco Giants,San Diego Padres
43648-STL@SEA-1,7/2/2019,Seattle Mariners,Home,0.25,4,win,1,St. Louis Cardinals,Seattle Mariners
43648-STL@SEA-1,7/2/2019,St. Louis Cardinals,Road,0.265,5.62,lose,1,St. Louis Cardinals,Seattle Mariners
43649-ARI@LAD-1,7/3/2019,Los Angeles Dodgers,Home,0.27,3.6,win,1,Arizona Diamondbacks,Los Angeles Dodgers
43649-ARI@LAD-1,7/3/2019,Arizona Diamondbacks,Road,0.25,4.82,lose,1,Arizona Diamondbacks,Los Angeles Dodgers
43649-BAL@TBR-1,7/3/2019,Baltimore Orioles,Road,0.282,5,win,1,Baltimore Orioles,Tampa Bay Rays
43649-BAL@TBR-1,7/3/2019,Tampa Bay Rays,Home,0.297,8,lose,1,Baltimore Orioles,Tampa Bay Rays
43649-BOS@TOR-1,7/3/2019,Toronto Blue Jays,Home,0.344,3,win,1,Boston Red Sox,Toronto Blue Jays
43649-BOS@TOR-1,7/3/2019,Boston Red Sox,Road,0.235,6.75,lose,1,Boston Red Sox,Toronto Blue Jays
43649-CHC@PIT-1,7/3/2019,Pittsburgh Pirates,Home,0.314,5,win,1,Chicago Cubs,Pittsburgh Pirates
43649-CHC@PIT-1,7/3/2019,Chicago Cubs,Road,0.25,6.23,lose,1,Chicago Cubs,Pittsburgh Pirates
43649-CLE@KCR-1,7/3/2019,Cleveland Indians,Road,0.258,0,win,1,Cleveland Indians,Kansas City Royals
43649-CLE@KCR-1,7/3/2019,Kansas City Royals,Home,0.161,4,lose,1,Cleveland Indians,Kansas City Royals
43649-DET@CHW-1,7/3/2019,Chicago White Sox,Home,0.387,5,win,1,Detroit Tigers,Chicago White Sox
43649-DET@CHW-1,7/3/2019,Detroit Tigers,Road,0.182,7.88,lose,1,Detroit Tigers,Chicago White Sox
43649-DET@CHW-2,7/3/2019,Chicago White Sox,Home,0.227,3,win,2,Detroit Tigers,Chicago White Sox
43649-DET@CHW-2,7/3/2019,Detroit Tigers,Road,0.279,6.94,lose,2,Detroit Tigers,Chicago White Sox
43649-HOU@COL-1,7/3/2019,Houston Astros,Road,0.194,2,win,1,Houston Astros,Colorado Rockies
43649-HOU@COL-1,7/3/2019,Colorado Rockies,Home,0.206,4,lose,1,Houston Astros,Colorado Rockies
43649-LAA@TEX-1,7/3/2019,Los Angeles Angels,Road,0.324,2,win,1,Los Angeles Angels,Texas Rangers
43649-LAA@TEX-1,7/3/2019,Texas Rangers,Home,0.129,6,lose,1,Los Angeles Angels,Texas Rangers
43649-MIA@WSN-1,7/3/2019,Washington Nationals,Home,0.241,1,win,1,Miami Marlins,Washington Nationals
43649-MIA@WSN-1,7/3/2019,Miami Marlins,Road,0.188,3.38,lose,1,Miami Marlins,Washington Nationals
43649-MIL@CIN-1,7/3/2019,Cincinnati Reds,Home,0.267,0,win,1,Milwaukee Brewers,Cincinnati Reds
43649-MIL@CIN-1,7/3/2019,Milwaukee Brewers,Road,0.133,3.38,lose,1,Milwaukee Brewers,Cincinnati Reds
43649-MIN@OAK-1,7/3/2019,Minnesota Twins,Road,0.222,1.5,win,1,Minnesota Twins,Oakland Athletics
43649-MIN@OAK-1,7/3/2019,Oakland Athletics,Home,0.209,2.25,lose,1,Minnesota Twins,Oakland Athletics
43649-NYY@NYM-1,7/3/2019,New York Yankees,Road,0.278,1,win,1,New York Yankees,New York Mets
43649-NYY@NYM-1,7/3/2019,New York Mets,Home,0.212,5,lose,1,New York Yankees,New York Mets
43649-PHI@ATL-1,7/3/2019,Atlanta Braves,Home,0.286,2,win,1,Philadelphia Phillies,Atlanta Braves
43649-PHI@ATL-1,7/3/2019,Philadelphia Phillies,Road,0.2,9,lose,1,Philadelphia Phillies,Atlanta Braves
43649-SFG@SDP-1,7/3/2019,San Francisco Giants,Road,0.257,5,win,1,San Francisco Giants,San Diego Padres
43649-SFG@SDP-1,7/3/2019,San Diego Padres,Home,0.297,7,lose,1,San Francisco Giants,San Diego Padres
43649-STL@SEA-1,7/3/2019,St. Louis Cardinals,Road,0.265,2,win,1,St. Louis Cardinals,Seattle Mariners
43649-STL@SEA-1,7/3/2019,Seattle Mariners,Home,0.161,5,lose,1,St. Louis Cardinals,Seattle Mariners
43650-BOS@TOR-1,7/4/2019,Boston Red Sox,Road,0.229,7,win,1,Boston Red Sox,Toronto Blue Jays
43650-BOS@TOR-1,7/4/2019,Toronto Blue Jays,Home,0.289,8,lose,1,Boston Red Sox,Toronto Blue Jays
43650-CHC@PIT-1,7/4/2019,Chicago Cubs,Road,0.366,3,win,1,Chicago Cubs,Pittsburgh Pirates
43650-CHC@PIT-1,7/4/2019,Pittsburgh Pirates,Home,0.194,11,lose,1,Chicago Cubs,Pittsburgh Pirates
43650-CLE@KCR-1,7/4/2019,Cleveland Indians,Road,0.353,3,win,1,Cleveland Indians,Kansas City Royals
43650-CLE@KCR-1,7/4/2019,Kansas City Royals,Home,0.182,6,lose,1,Cleveland Indians,Kansas City Royals
43650-DET@CHW-1,7/4/2019,Detroit Tigers,Road,0.349,5,win,1,Detroit Tigers,Chicago White Sox
43650-DET@CHW-1,7/4/2019,Chicago White Sox,Home,0.333,9,lose,1,Detroit Tigers,Chicago White Sox
43650-LAA@TEX-1,7/4/2019,Texas Rangers,Home,0.378,3,win,1,Los Angeles Angels,Texas Rangers
43650-LAA@TEX-1,7/4/2019,Los Angeles Angels,Road,0.27,10.12,lose,1,Los Angeles Angels,Texas Rangers
43650-MIA@WSN-1,7/4/2019,Washington Nationals,Home,0.25,1,win,1,Miami Marlins,Washington Nationals
43650-MIA@WSN-1,7/4/2019,Miami Marlins,Road,0.263,5.62,lose,1,Miami Marlins,Washington Nationals
43650-MIL@CIN-1,7/4/2019,Cincinnati Reds,Home,0.267,0,win,1,Milwaukee Brewers,Cincinnati Reds
43650-MIL@CIN-1,7/4/2019,Milwaukee Brewers,Road,0.069,1.12,lose,1,Milwaukee Brewers,Cincinnati Reds
43650-MIN@OAK-1,7/4/2019,Oakland Athletics,Home,0.343,1,win,1,Minnesota Twins,Oakland Athletics
43650-MIN@OAK-1,7/4/2019,Minnesota Twins,Road,0.306,7.88,lose,1,Minnesota Twins,Oakland Athletics
43650-NYY@TBR-1,7/4/2019,New York Yankees,Road,0.216,2.7,win,1,New York Yankees,Tampa Bay Rays
43650-NYY@TBR-1,7/4/2019,Tampa Bay Rays,Home,0.211,7.2,lose,1,New York Yankees,Tampa Bay Rays
43650-PHI@ATL-1,7/4/2019,Atlanta Braves,Home,0.353,6,win,1,Philadelphia Phillies,Atlanta Braves
43650-PHI@ATL-1,7/4/2019,Philadelphia Phillies,Road,0.324,12.38,lose,1,Philadelphia Phillies,Atlanta Braves
43650-SDP@LAD-1,7/4/2019,Los Angeles Dodgers,Home,0.214,0,win,1,San Diego Padres,Los Angeles Dodgers
43650-SDP@LAD-1,7/4/2019,San Diego Padres,Road,0.161,4.5,lose,1,San Diego Padres,Los Angeles Dodgers
43650-STL@SEA-1,7/4/2019,St. Louis Cardinals,Road,0.294,4,win,1,St. Louis Cardinals,Seattle Mariners
43650-STL@SEA-1,7/4/2019,Seattle Mariners,Home,0.303,5,lose,1,St. Louis Cardinals,Seattle Mariners
43651-BAL@TOR-1,7/5/2019,Baltimore Orioles,Road,0.2,1,win,1,Baltimore Orioles,Toronto Blue Jays
43651-BAL@TOR-1,7/5/2019,Toronto Blue Jays,Home,0.129,4,lose,1,Baltimore Orioles,Toronto Blue Jays
43651-BOS@DET-1,7/5/2019,Boston Red Sox,Road,0.35,4,win,1,Boston Red Sox,Detroit Tigers
43651-BOS@DET-1,7/5/2019,Detroit Tigers,Home,0.257,7,lose,1,Boston Red Sox,Detroit Tigers
43651-COL@ARI-1,7/5/2019,Arizona Diamondbacks,Home,0.3,0,win,1,Colorado Rockies,Arizona Diamondbacks
43651-COL@ARI-1,7/5/2019,Colorado Rockies,Road,0.152,9,lose,1,Colorado Rockies,Arizona Diamondbacks
43651-KCR@WSN-1,7/5/2019,Kansas City Royals,Road,0.267,3.27,win,1,Kansas City Royals,Washington Nationals
43651-KCR@WSN-1,7/5/2019,Washington Nationals,Home,0.31,4.91,lose,1,Kansas City Royals,Washington Nationals
43651-LAA@HOU-1,7/5/2019,Los Angeles Angels,Road,0.265,4,win,1,Los Angeles Angels,Houston Astros
43651-LAA@HOU-1,7/5/2019,Houston Astros,Home,0.182,5,lose,1,Los Angeles Angels,Houston Astros
43651-MIA@ATL-1,7/5/2019,Atlanta Braves,Home,0.172,0,win,1,Miami Marlins,Atlanta Braves
43651-MIA@ATL-1,7/5/2019,Miami Marlins,Road,0.212,1.08,lose,1,Miami Marlins,Atlanta Braves
43651-MIL@PIT-1,7/5/2019,Milwaukee Brewers,Road,0.317,4.5,win,1,Milwaukee Brewers,Pittsburgh Pirates
43651-MIL@PIT-1,7/5/2019,Pittsburgh Pirates,Home,0.31,6.3,lose,1,Milwaukee Brewers,Pittsburgh Pirates
43651-NYY@TBR-1,7/5/2019,New York Yankees,Road,0.318,3.27,win,1,New York Yankees,Tampa Bay Rays
43651-NYY@TBR-1,7/5/2019,Tampa Bay Rays,Home,0.238,6.55,lose,1,New York Yankees,Tampa Bay Rays
43651-OAK@SEA-1,7/5/2019,Oakland Athletics,Road,0.167,2,win,1,Oakland Athletics,Seattle Mariners
43651-OAK@SEA-1,7/5/2019,Seattle Mariners,Home,0.167,4,lose,1,Oakland Athletics,Seattle Mariners
43651-PHI@NYM-1,7/5/2019,Philadelphia Phillies,Road,0.25,2,win,1,Philadelphia Phillies,New York Mets
43651-PHI@NYM-1,7/5/2019,New York Mets,Home,0.212,7,lose,1,Philadelphia Phillies,New York Mets
43651-SDP@LAD-1,7/5/2019,San Diego Padres,Road,0.188,1,win,1,San Diego Padres,Los Angeles Dodgers
43651-SDP@LAD-1,7/5/2019,Los Angeles Dodgers,Home,0.176,2,lose,1,San Diego Padres,Los Angeles Dodgers
43651-STL@SFG-1,7/5/2019,St. Louis Cardinals,Road,0.368,4,win,1,St. Louis Cardinals,San Francisco Giants
43651-STL@SFG-1,7/5/2019,San Francisco Giants,Home,0.219,9,lose,1,St. Louis Cardinals,San Francisco Giants
43651-TEX@MIN-1,7/5/2019,Minnesota Twins,Home,0.476,6,win,1,Texas Rangers,Minnesota Twins
43651-TEX@MIN-1,7/5/2019,Texas Rangers,Road,0.286,16.88,lose,1,Texas Rangers,Minnesota Twins
43652-BAL@TOR-1,7/6/2019,Baltimore Orioles,Road,0.278,1,win,1,Baltimore Orioles,Toronto Blue Jays
43652-BAL@TOR-1,7/6/2019,Toronto Blue Jays,Home,0.1,5,lose,1,Baltimore Orioles,Toronto Blue Jays
43652-BOS@DET-1,7/6/2019,Boston Red Sox,Road,0.405,6,win,1,Boston Red Sox,Detroit Tigers
43652-BOS@DET-1,7/6/2019,Detroit Tigers,Home,0.341,9,lose,1,Boston Red Sox,Detroit Tigers
43652-CHC@CHW-1,7/6/2019,Chicago Cubs,Road,0.219,1,win,1,Chicago Cubs,Chicago White Sox
43652-CHC@CHW-1,7/6/2019,Chicago White Sox,Home,0.182,6,lose,1,Chicago Cubs,Chicago White Sox
43652-CLE@CIN-1,7/6/2019,Cleveland Indians,Road,0.289,2,win,1,Cleveland Indians,Cincinnati Reds
43652-CLE@CIN-1,7/6/2019,Cincinnati Reds,Home,0.156,7,lose,1,Cleveland Indians,Cincinnati Reds
43652-COL@ARI-1,7/6/2019,Arizona Diamondbacks,Home,0.371,2,win,1,Colorado Rockies,Arizona Diamondbacks
43652-COL@ARI-1,7/6/2019,Colorado Rockies,Road,0.167,4.5,lose,1,Colorado Rockies,Arizona Diamondbacks
43652-KCR@WSN-1,7/6/2019,Washington Nationals,Home,0.375,0,win,1,Kansas City Royals,Washington Nationals
43652-KCR@WSN-1,7/6/2019,Kansas City Royals,Road,0.188,5.62,lose,1,Kansas City Royals,Washington Nationals
43652-LAA@HOU-1,7/6/2019,Houston Astros,Home,0.312,0,win,1,Los Angeles Angels,Houston Astros
43652-LAA@HOU-1,7/6/2019,Los Angeles Angels,Road,0.133,4.5,lose,1,Los Angeles Angels,Houston Astros
43652-MIA@ATL-1,7/6/2019,Miami Marlins,Road,0.357,3,win,1,Miami Marlins,Atlanta Braves
43652-MIA@ATL-1,7/6/2019,Atlanta Braves,Home,0.265,5,lose,1,Miami Marlins,Atlanta Braves
