game_id,game_date,team_name,venue,batting_avg,earn_run_ave,game_outcome,game_number,visiting_team,home_team
43595-TEX@HOU-1,5/10/2019,Texas Rangers,Road,0.071,3.38,lose,1,Texas Rangers,Houston Astros
43595-WSN@LAD-1,5/10/2019,Los Angeles Dodgers,Home,0.273,0,win,1,Washington Nationals,Los Angeles Dodgers
43595-WSN@LAD-1,5/10/2019,Washington Nationals,Road,0.129,5.62,lose,1,Washington Nationals,Los Angeles Dodgers
43596-ATL@ARI-1,5/11/2019,Atlanta Braves,Road,0.342,4,win,1,Atlanta Braves,Arizona Diamondbacks
43596-ATL@ARI-1,5/11/2019,Arizona Diamondbacks,Home,0.235,6,lose,1,Atlanta Braves,Arizona Diamondbacks
43596-CHW@TOR-1,5/11/2019,Chicago White Sox,Road,0.297,2,win,1,Chicago White Sox,Toronto Blue Jays
43596-CHW@TOR-1,5/11/2019,Toronto Blue Jays,Home,0.25,6,lose,1,Chicago White Sox,Toronto Blue Jays
43596-CIN@SFG-1,5/11/2019,Cincinnati Reds,Road,0.27,4,win,1,Cincinnati Reds,San Francisco Giants
43596-CIN@SFG-1,5/11/2019,San Francisco Giants,Home,0.257,5,lose,1,Cincinnati Reds,San Francisco Giants
43596-CLE@OAK-1,5/11/2019,Oakland Athletics,Home,0.138,2,win,1,Cleveland Indians,Oakland Athletics
43596-CLE@OAK-1,5/11/2019,Cleveland Indians,Road,0.294,1.08,lose,1,Cleveland Indians,Oakland Athletics
43596-DET@MIN-1,5/11/2019,Detroit Tigers,Road,0.263,3,win,1,Detroit Tigers,Minnesota Twins
43596-DET@MIN-1,5/11/2019,Minnesota Twins,Home,0.206,5,lose,1,Detroit Tigers,Minnesota Twins
43596-DET@MIN-2,5/11/2019,Minnesota Twins,Home,0.405,3,win,2,Detroit Tigers,Minnesota Twins
43596-DET@MIN-2,5/11/2019,Detroit Tigers,Road,0.212,9,lose,2,Detroit Tigers,Minnesota Twins
43596-LAA@BAL-1,5/11/2019,Los Angeles Angels,Road,0.278,2,win,1,Los Angeles Angels,Baltimore Orioles
43596-LAA@BAL-1,5/11/2019,Baltimore Orioles,Home,0.25,7,lose,1,Los Angeles Angels,Baltimore Orioles
43596-MIA@NYM-1,5/11/2019,New York Mets,Home,0.29,1,win,1,Miami Marlins,New York Mets
43596-MIA@NYM-1,5/11/2019,Miami Marlins,Road,0.182,4.5,lose,1,Miami Marlins,New York Mets
43596-MIL@CHC-1,5/11/2019,Chicago Cubs,Home,0.188,0.6,win,1,Milwaukee Brewers,Chicago Cubs
43596-MIL@CHC-1,5/11/2019,Milwaukee Brewers,Road,0.093,1.26,lose,1,Milwaukee Brewers,Chicago Cubs
43596-NYY@TBR-1,5/11/2019,Tampa Bay Rays,Home,0.303,2,win,1,New York Yankees,Tampa Bay Rays
43596-NYY@TBR-1,5/11/2019,New York Yankees,Road,0.172,7.88,lose,1,New York Yankees,Tampa Bay Rays
43596-PHI@KCR-1,5/11/2019,Philadelphia Phillies,Road,0.25,0,win,1,Philadelphia Phillies,Kansas City Royals
43596-PHI@KCR-1,5/11/2019,Kansas City Royals,Home,0.138,6,lose,1,Philadelphia Phillies,Kansas City Royals
43596-PIT@STL-1,5/11/2019,Pittsburgh Pirates,Road,0.129,1,win,1,Pittsburgh Pirates,St. Louis Cardinals
43596-PIT@STL-1,5/11/2019,St. Louis Cardinals,Home,0.069,2,lose,1,Pittsburgh Pirates,St. Louis Cardinals
43596-SDP@COL-1,5/11/2019,San Diego Padres,Road,0.265,3,win,1,San Diego Padres,Colorado Rockies
43596-SDP@COL-1,5/11/2019,Colorado Rockies,Home,0.188,4,lose,1,San Diego Padres,Colorado Rockies
43596-SEA@BOS-1,5/11/2019,Boston Red Sox,Home,0.303,5,win,1,Seattle Mariners,Boston Red Sox
43596-SEA@BOS-1,5/11/2019,Seattle Mariners,Road,0.176,10.12,lose,1,Seattle Mariners,Boston Red Sox
43596-TEX@HOU-1,5/11/2019,Houston Astros,Home,0.342,4,win,1,Texas Rangers,Houston Astros
43596-TEX@HOU-1,5/11/2019,Texas Rangers,Road,0.257,9,lose,1,Texas Rangers,Houston Astros
43596-WSN@LAD-1,5/11/2019,Washington Nationals,Road,0.212,2,win,1,Washington Nationals,Los Angeles Dodgers
43596-WSN@LAD-1,5/11/2019,Los Angeles Dodgers,Home,0.161,0,lose,1,Washington Nationals,Los Angeles Dodgers
43597-ATL@ARI-1,5/12/2019,Atlanta Braves,Road,0.324,3,win,1,Atlanta Braves,Arizona Diamondbacks
43597-ATL@ARI-1,5/12/2019,Arizona Diamondbacks,Home,0.35,5,lose,1,Atlanta Braves,Arizona Diamondbacks
43597-CHW@TOR-1,5/12/2019,Chicago White Sox,Road,0.278,1,win,1,Chicago White Sox,Toronto Blue Jays
43597-CHW@TOR-1,5/12/2019,Toronto Blue Jays,Home,0.129,5,lose,1,Chicago White Sox,Toronto Blue Jays
43597-CIN@SFG-1,5/12/2019,San Francisco Giants,Home,0.294,4,win,1,Cincinnati Reds,San Francisco Giants
43597-CIN@SFG-1,5/12/2019,Cincinnati Reds,Road,0.306,6.75,lose,1,Cincinnati Reds,San Francisco Giants
43597-CLE@OAK-1,5/12/2019,Cleveland Indians,Road,0.233,3,win,1,Cleveland Indians,Oakland Athletics
43597-CLE@OAK-1,5/12/2019,Oakland Athletics,Home,0.219,5,lose,1,Cleveland Indians,Oakland Athletics
43597-DET@MIN-1,5/12/2019,Detroit Tigers,Road,0.242,3,win,1,Detroit Tigers,Minnesota Twins
43597-DET@MIN-1,5/12/2019,Minnesota Twins,Home,0.27,5,lose,1,Detroit Tigers,Minnesota Twins
43597-LAA@BAL-1,5/12/2019,Baltimore Orioles,Home,0.273,1,win,1,Los Angeles Angels,Baltimore Orioles
43597-LAA@BAL-1,5/12/2019,Los Angeles Angels,Road,0.138,5.62,lose,1,Los Angeles Angels,Baltimore Orioles
43597-MIL@CHC-1,5/12/2019,Chicago Cubs,Home,0.258,0,win,1,Milwaukee Brewers,Chicago Cubs
43597-MIL@CHC-1,5/12/2019,Milwaukee Brewers,Road,0.257,3.38,lose,1,Milwaukee Brewers,Chicago Cubs
43597-NYY@TBR-1,5/12/2019,New York Yankees,Road,0.265,1,win,1,New York Yankees,Tampa Bay Rays
43597-NYY@TBR-1,5/12/2019,Tampa Bay Rays,Home,0.206,7,lose,1,New York Yankees,Tampa Bay Rays
43597-PHI@KCR-1,5/12/2019,Philadelphia Phillies,Road,0.229,1,win,1,Philadelphia Phillies,Kansas City Royals
43597-PHI@KCR-1,5/12/2019,Kansas City Royals,Home,0.182,5,lose,1,Philadelphia Phillies,Kansas City Royals
43597-PIT@STL-1,5/12/2019,Pittsburgh Pirates,Road,0.368,6,win,1,Pittsburgh Pirates,St. Louis Cardinals
43597-PIT@STL-1,5/12/2019,St. Louis Cardinals,Home,0.308,10,lose,1,Pittsburgh Pirates,St. Louis Cardinals
43597-SDP@COL-1,5/12/2019,Colorado Rockies,Home,0.371,7,win,1,San Diego Padres,Colorado Rockies
43597-SDP@COL-1,5/12/2019,San Diego Padres,Road,0.278,11.25,lose,1,San Diego Padres,Colorado Rockies
43597-SEA@BOS-1,5/12/2019,Boston Red Sox,Home,0.353,2,win,1,Seattle Mariners,Boston Red Sox
43597-SEA@BOS-1,5/12/2019,Seattle Mariners,Road,0.133,10.12,lose,1,Seattle Mariners,Boston Red Sox
43597-TEX@HOU-1,5/12/2019,Houston Astros,Home,0.419,5,win,1,Texas Rangers,Houston Astros
43597-TEX@HOU-1,5/12/2019,Texas Rangers,Road,0.243,11.25,lose,1,Texas Rangers,Houston Astros
43597-WSN@LAD-1,5/12/2019,Los Angeles Dodgers,Home,0.25,0,win,1,Washington Nationals,Los Angeles Dodgers
43597-WSN@LAD-1,5/12/2019,Washington Nationals,Road,0.036,6.75,lose,1,Washington Nationals,Los Angeles Dodgers
43598-CLE@CHW-1,5/13/2019,Chicago White Sox,Home,0.281,1,win,1,Cleveland Indians,Chicago White Sox
43598-CLE@CHW-1,5/13/2019,Cleveland Indians,Road,0.071,5.62,lose,1,Cleveland Indians,Chicago White Sox
43598-HOU@DET-1,5/13/2019,Houston Astros,Road,0.306,1,win,1,Houston Astros,Detroit Tigers
43598-HOU@DET-1,5/13/2019,Detroit Tigers,Home,0.167,8,lose,1,Houston Astros,Detroit Tigers
43598-LAA@MIN-1,5/13/2019,Los Angeles Angels,Road,0.385,4,win,1,Los Angeles Angels,Minnesota Twins
43598-LAA@MIN-1,5/13/2019,Minnesota Twins,Home,0.2,5,lose,1,Los Angeles Angels,Minnesota Twins
43598-MIL@PHI-1,5/13/2019,Philadelphia Phillies,Home,0.306,4,win,1,Milwaukee Brewers,Philadelphia Phillies
43598-MIL@PHI-1,5/13/2019,Milwaukee Brewers,Road,0.316,6.75,lose,1,Milwaukee Brewers,Philadelphia Phillies
43598-OAK@SEA-1,5/13/2019,Seattle Mariners,Home,0.2,4.5,win,1,Oakland Athletics,Seattle Mariners
43598-OAK@SEA-1,5/13/2019,Oakland Athletics,Road,0.25,5.59,lose,1,Oakland Athletics,Seattle Mariners
43598-PIT@ARI-1,5/13/2019,Arizona Diamondbacks,Home,0.371,2,win,1,Pittsburgh Pirates,Arizona Diamondbacks
43598-PIT@ARI-1,5/13/2019,Pittsburgh Pirates,Road,0.325,10.12,lose,1,Pittsburgh Pirates,Arizona Diamondbacks
43599-CHC@CIN-1,5/14/2019,Chicago Cubs,Road,0.297,1,win,1,Chicago Cubs,Cincinnati Reds
43599-CHC@CIN-1,5/14/2019,Cincinnati Reds,Home,0.1,3,lose,1,Chicago Cubs,Cincinnati Reds
43599-CLE@CHW-1,5/14/2019,Cleveland Indians,Road,0.314,0,win,1,Cleveland Indians,Chicago White Sox
43599-CLE@CHW-1,5/14/2019,Chicago White Sox,Home,0.206,8,lose,1,Cleveland Indians,Chicago White Sox
43599-COL@BOS-1,5/14/2019,Colorado Rockies,Road,0.154,2.45,win,1,Colorado Rockies,Boston Red Sox
43599-COL@BOS-1,5/14/2019,Boston Red Sox,Home,0.214,4.09,lose,1,Colorado Rockies,Boston Red Sox
43599-HOU@DET-1,5/14/2019,Houston Astros,Road,0.341,4,win,1,Houston Astros,Detroit Tigers
43599-HOU@DET-1,5/14/2019,Detroit Tigers,Home,0.226,10,lose,1,Houston Astros,Detroit Tigers
43599-LAA@MIN-1,5/14/2019,Minnesota Twins,Home,0.226,3,win,1,Los Angeles Angels,Minnesota Twins
43599-LAA@MIN-1,5/14/2019,Los Angeles Angels,Road,0.324,4.5,lose,1,Los Angeles Angels,Minnesota Twins
43599-MIL@PHI-1,5/14/2019,Milwaukee Brewers,Road,0.333,0,win,1,Milwaukee Brewers,Philadelphia Phillies
43599-MIL@PHI-1,5/14/2019,Philadelphia Phillies,Home,0.167,6,lose,1,Milwaukee Brewers,Philadelphia Phillies
43599-NYM@WSN-1,5/14/2019,New York Mets,Road,0.235,2,win,1,New York Mets,Washington Nationals
43599-NYM@WSN-1,5/14/2019,Washington Nationals,Home,0.167,6,lose,1,New York Mets,Washington Nationals
43599-OAK@SEA-1,5/14/2019,Seattle Mariners,Home,0.233,1,win,1,Oakland Athletics,Seattle Mariners
43599-OAK@SEA-1,5/14/2019,Oakland Athletics,Road,0.182,4.5,lose,1,Oakland Athletics,Seattle Mariners
43599-PIT@ARI-1,5/14/2019,Pittsburgh Pirates,Road,0.289,2,win,1,Pittsburgh Pirates,Arizona Diamondbacks
43599-PIT@ARI-1,5/14/2019,Arizona Diamondbacks,Home,0.133,6,lose,1,Pittsburgh Pirates,Arizona Diamondbacks
43599-SDP@LAD-1,5/14/2019,Los Angeles Dodgers,Home,0.25,3,win,1,San Diego Padres,Los Angeles Dodgers
43599-SDP@LAD-1,5/14/2019,San Diego Padres,Road,0.226,3.38,lose,1,San Diego Padres,Los Angeles Dodgers
43599-STL@ATL-1,5/14/2019,St. Louis Cardinals,Road,0.359,3,win,1,St. Louis Cardinals,Atlanta Braves
43599-STL@ATL-1,5/14/2019,Atlanta Braves,Home,0.111,14,lose,1,St. Louis Cardinals,Atlanta Braves
43599-TBR@MIA-1,5/14/2019,Tampa Bay Rays,Road,0.235,0,win,1,Tampa Bay Rays,Miami Marlins
43599-TBR@MIA-1,5/14/2019,Miami Marlins,Home,0.194,4,lose,1,Tampa Bay Rays,Miami Marlins
43599-TEX@KCR-1,5/14/2019,Kansas City Royals,Home,0.378,5,win,1,Texas Rangers,Kansas City Royals
43599-TEX@KCR-1,5/14/2019,Texas Rangers,Road,0.27,12.38,lose,1,Texas Rangers,Kansas City Royals
43599-TOR@SFG-1,5/14/2019,Toronto Blue Jays,Road,0.278,3,win,1,Toronto Blue Jays,San Francisco Giants
43599-TOR@SFG-1,5/14/2019,San Francisco Giants,Home,0.152,7,lose,1,Toronto Blue Jays,San Francisco Giants
43600-BAL@NYY-1,5/15/2019,New York Yankees,Home,0.219,3,win,1,Baltimore Orioles,New York Yankees
43600-BAL@NYY-1,5/15/2019,Baltimore Orioles,Road,0.212,4.5,lose,1,Baltimore Orioles,New York Yankees
43600-BAL@NYY-2,5/15/2019,New York Yankees,Home,0.226,1,win,2,Baltimore Orioles,New York Yankees
43600-BAL@NYY-2,5/15/2019,Baltimore Orioles,Road,0.219,3.38,lose,2,Baltimore Orioles,New York Yankees
43600-CHC@CIN-1,5/15/2019,Cincinnati Reds,Home,0.308,3.6,win,1,Chicago Cubs,Cincinnati Reds
43600-CHC@CIN-1,5/15/2019,Chicago Cubs,Road,0.237,5.79,lose,1,Chicago Cubs,Cincinnati Reds
43600-COL@BOS-1,5/15/2019,Boston Red Sox,Home,0.342,4.5,win,1,Colorado Rockies,Boston Red Sox
43600-COL@BOS-1,5/15/2019,Colorado Rockies,Road,0.282,6,lose,1,Colorado Rockies,Boston Red Sox
43600-HOU@DET-1,5/15/2019,Houston Astros,Road,0.242,1,win,1,Houston Astros,Detroit Tigers
43600-HOU@DET-1,5/15/2019,Detroit Tigers,Home,0.067,4,lose,1,Houston Astros,Detroit Tigers
43600-LAA@MIN-1,5/15/2019,Minnesota Twins,Home,0.312,7,win,1,Los Angeles Angels,Minnesota Twins
43600-LAA@MIN-1,5/15/2019,Los Angeles Angels,Road,0.419,9,lose,1,Los Angeles Angels,Minnesota Twins
43600-MIL@PHI-1,5/15/2019,Milwaukee Brewers,Road,0.212,2,win,1,Milwaukee Brewers,Philadelphia Phillies
43600-MIL@PHI-1,5/15/2019,Philadelphia Phillies,Home,0.265,4,lose,1,Milwaukee Brewers,Philadelphia Phillies
43600-NYM@WSN-1,5/15/2019,Washington Nationals,Home,0.29,1,win,1,New York Mets,Washington Nationals
43600-NYM@WSN-1,5/15/2019,New York Mets,Road,0.133,5.62,lose,1,New York Mets,Washington Nationals
43600-PIT@ARI-1,5/15/2019,Arizona Diamondbacks,Home,0.314,1,win,1,Pittsburgh Pirates,Arizona Diamondbacks
43600-PIT@ARI-1,5/15/2019,Pittsburgh Pirates,Road,0.188,11.25,lose,1,Pittsburgh Pirates,Arizona Diamondbacks
43600-SDP@LAD-1,5/15/2019,Los Angeles Dodgers,Home,0.25,0,win,1,San Diego Padres,Los Angeles Dodgers
43600-SDP@LAD-1,5/15/2019,San Diego Padres,Road,0.125,2.25,lose,1,San Diego Padres,Los Angeles Dodgers
43600-STL@ATL-1,5/15/2019,Atlanta Braves,Home,0.2,0,win,1,St. Louis Cardinals,Atlanta Braves
43600-STL@ATL-1,5/15/2019,St. Louis Cardinals,Road,0.111,3.38,lose,1,St. Louis Cardinals,Atlanta Braves
43600-TBR@MIA-1,5/15/2019,Tampa Bay Rays,Road,0.226,0,win,1,Tampa Bay Rays,Miami Marlins
43600-TBR@MIA-1,5/15/2019,Miami Marlins,Home,0.206,1,lose,1,Tampa Bay Rays,Miami Marlins
43600-TEX@KCR-1,5/15/2019,Texas Rangers,Road,0.324,1,win,1,Texas Rangers,Kansas City Royals
43600-TEX@KCR-1,5/15/2019,Kansas City Royals,Home,0.273,6,lose,1,Texas Rangers,Kansas City Royals
43600-TOR@SFG-1,5/15/2019,San Francisco Giants,Home,0.258,2,win,1,Toronto Blue Jays,San Francisco Giants
43600-TOR@SFG-1,5/15/2019,Toronto Blue Jays,Road,0.156,3.38,lose,1,Toronto Blue Jays,San Francisco Giants
43601-BAL@CLE-1,5/16/2019,Cleveland Indians,Home,0.378,7,win,1,Baltimore Orioles,Cleveland Indians
43601-BAL@CLE-1,5/16/2019,Baltimore Orioles,Road,0.278,15.75,lose,1,Baltimore Orioles,Cleveland Indians
43601-CHC@CIN-1,5/16/2019,Cincinnati Reds,Home,0.343,2,win,1,Chicago Cubs,Cincinnati Reds
43601-CHC@CIN-1,5/16/2019,Chicago Cubs,Road,0.129,4.5,lose,1,Chicago Cubs,Cincinnati Reds
43601-MIL@PHI-1,5/16/2019,Milwaukee Brewers,Road,0.333,1,win,1,Milwaukee Brewers,Philadelphia Phillies
43601-MIL@PHI-1,5/16/2019,Philadelphia Phillies,Home,0.129,11,lose,1,Milwaukee Brewers,Philadelphia Phillies
43601-MIN@SEA-1,5/16/2019,Minnesota Twins,Road,0.372,6,win,1,Minnesota Twins,Seattle Mariners
43601-MIN@SEA-1,5/16/2019,Seattle Mariners,Home,0.229,10,lose,1,Minnesota Twins,Seattle Mariners
43601-NYM@WSN-1,5/16/2019,Washington Nationals,Home,0.343,6,win,1,New York Mets,Washington Nationals
43601-NYM@WSN-1,5/16/2019,New York Mets,Road,0.289,7.88,lose,1,New York Mets,Washington Nationals
43601-OAK@DET-1,5/16/2019,Oakland Athletics,Road,0.364,3,win,1,Oakland Athletics,Detroit Tigers
43601-OAK@DET-1,5/16/2019,Detroit Tigers,Home,0.212,12,lose,1,Oakland Athletics,Detroit Tigers
43601-PIT@SDP-1,5/16/2019,San Diego Padres,Home,0.192,2,win,1,Pittsburgh Pirates,San Diego Padres
43601-PIT@SDP-1,5/16/2019,Pittsburgh Pirates,Road,0.216,4.5,lose,1,Pittsburgh Pirates,San Diego Padres
43601-STL@ATL-1,5/16/2019,Atlanta Braves,Home,0.412,2,win,1,St. Louis Cardinals,Atlanta Braves
43601-STL@ATL-1,5/16/2019,St. Louis Cardinals,Road,0.194,11.25,lose,1,St. Louis Cardinals,Atlanta Braves
43601-TEX@KCR-1,5/16/2019,Texas Rangers,Road,0.447,1,win,1,Texas Rangers,Kansas City Royals
43601-TEX@KCR-1,5/16/2019,Kansas City Royals,Home,0.281,15,lose,1,Texas Rangers,Kansas City Royals
43601-TOR@CHW-1,5/16/2019,Chicago White Sox,Home,0.303,1,win,1,Toronto Blue Jays,Chicago White Sox
43601-TOR@CHW-1,5/16/2019,Toronto Blue Jays,Road,0.069,3.38,lose,1,Toronto Blue Jays,Chicago White Sox
43602-BAL@CLE-1,5/17/2019,Baltimore Orioles,Road,0.286,0,win,1,Baltimore Orioles,Cleveland Indians
43602-BAL@CLE-1,5/17/2019,Cleveland Indians,Home,0.094,5,lose,1,Baltimore Orioles,Cleveland Indians
43602-CHC@WSN-1,5/17/2019,Chicago Cubs,Road,0.419,6,win,1,Chicago Cubs,Washington Nationals
43602-CHC@WSN-1,5/17/2019,Washington Nationals,Home,0.342,14,lose,1,Chicago Cubs,Washington Nationals
43602-COL@PHI-1,5/17/2019,Philadelphia Phillies,Home,0.267,3,win,1,Colorado Rockies,Philadelphia Phillies
43602-COL@PHI-1,5/17/2019,Colorado Rockies,Road,0.152,5.62,lose,1,Colorado Rockies,Philadelphia Phillies
43602-HOU@BOS-1,5/17/2019,Houston Astros,Road,0.188,1,win,1,Houston Astros,Boston Red Sox
43602-HOU@BOS-1,5/17/2019,Boston Red Sox,Home,0.25,2,lose,1,Houston Astros,Boston Red Sox
43602-KCR@LAA-1,5/17/2019,Los Angeles Angels,Home,0.323,2,win,1,Kansas City Royals,Los Angeles Angels
43602-KCR@LAA-1,5/17/2019,Kansas City Royals,Road,0.188,5.62,lose,1,Kansas City Royals,Los Angeles Angels
43602-LAD@CIN-1,5/17/2019,Los Angeles Dodgers,Road,0.278,0,win,1,Los Angeles Dodgers,Cincinnati Reds
43602-LAD@CIN-1,5/17/2019,Cincinnati Reds,Home,0.103,6,lose,1,Los Angeles Dodgers,Cincinnati Reds
43602-MIL@ATL-1,5/17/2019,Atlanta Braves,Home,0.436,4,win,1,Milwaukee Brewers,Atlanta Braves
43602-MIL@ATL-1,5/17/2019,Milwaukee Brewers,Road,0.27,13.5,lose,1,Milwaukee Brewers,Atlanta Braves
43602-MIN@SEA-1,5/17/2019,Minnesota Twins,Road,0.286,1,win,1,Minnesota Twins,Seattle Mariners
43602-MIN@SEA-1,5/17/2019,Seattle Mariners,Home,0.161,6,lose,1,Minnesota Twins,Seattle Mariners
43602-NYM@MIA-1,5/17/2019,Miami Marlins,Home,0.294,6,win,1,New York Mets,Miami Marlins
43602-NYM@MIA-1,5/17/2019,New York Mets,Road,0.333,7.88,lose,1,New York Mets,Miami Marlins
43602-OAK@DET-1,5/17/2019,Oakland Athletics,Road,0.257,2,win,1,Oakland Athletics,Detroit Tigers
43602-OAK@DET-1,5/17/2019,Detroit Tigers,Home,0.129,7,lose,1,Oakland Athletics,Detroit Tigers
43602-PIT@SDP-1,5/17/2019,Pittsburgh Pirates,Road,0.257,3,win,1,Pittsburgh Pirates,San Diego Padres
43602-PIT@SDP-1,5/17/2019,San Diego Padres,Home,0.206,5,lose,1,Pittsburgh Pirates,San Diego Padres
43602-SFG@ARI-1,5/17/2019,Arizona Diamondbacks,Home,0.303,0,win,1,San Francisco Giants,Arizona Diamondbacks
43602-SFG@ARI-1,5/17/2019,San Francisco Giants,Road,0.25,7.88,lose,1,San Francisco Giants,Arizona Diamondbacks
43602-STL@TEX-1,5/17/2019,Texas Rangers,Home,0.333,2,win,1,St. Louis Cardinals,Texas Rangers
43602-STL@TEX-1,5/17/2019,St. Louis Cardinals,Road,0.25,7.88,lose,1,St. Louis Cardinals,Texas Rangers
43602-TBR@NYY-1,5/17/2019,New York Yankees,Home,0.257,2,win,1,Tampa Bay Rays,New York Yankees
43602-TBR@NYY-1,5/17/2019,Tampa Bay Rays,Road,0.27,4.15,lose,1,Tampa Bay Rays,New York Yankees
43602-TOR@CHW-1,5/17/2019,Toronto Blue Jays,Road,0.375,2,win,1,Toronto Blue Jays,Chicago White Sox
43602-TOR@CHW-1,5/17/2019,Chicago White Sox,Home,0.188,9,lose,1,Toronto Blue Jays,Chicago White Sox
43603-BAL@CLE-1,5/18/2019,Cleveland Indians,Home,0.233,1,win,1,Baltimore Orioles,Cleveland Indians
43603-BAL@CLE-1,5/18/2019,Baltimore Orioles,Road,0.036,4.5,lose,1,Baltimore Orioles,Cleveland Indians
43603-CHC@WSN-1,5/18/2019,Washington Nationals,Home,0.333,1,win,1,Chicago Cubs,Washington Nationals
43603-CHC@WSN-1,5/18/2019,Chicago Cubs,Road,0.138,5.62,lose,1,Chicago Cubs,Washington Nationals
43603-COL@PHI-1,5/18/2019,Philadelphia Phillies,Home,0.2,1,win,1,Colorado Rockies,Philadelphia Phillies
43603-COL@PHI-1,5/18/2019,Colorado Rockies,Road,0.25,1.12,lose,1,Colorado Rockies,Philadelphia Phillies
43603-HOU@BOS-1,5/18/2019,Houston Astros,Road,0.351,2,win,1,Houston Astros,Boston Red Sox
43603-HOU@BOS-1,5/18/2019,Boston Red Sox,Home,0.161,7,lose,1,Houston Astros,Boston Red Sox
43603-KCR@LAA-1,5/18/2019,Los Angeles Angels,Home,0.241,3,win,1,Kansas City Royals,Los Angeles Angels
43603-KCR@LAA-1,5/18/2019,Kansas City Royals,Road,0.235,5.62,lose,1,Kansas City Royals,Los Angeles Angels
43603-LAD@CIN-1,5/18/2019,Cincinnati Reds,Home,0.226,0,win,1,Los Angeles Dodgers,Cincinnati Reds
43603-LAD@CIN-1,5/18/2019,Los Angeles Dodgers,Road,0.182,1.12,lose,1,Los Angeles Dodgers,Cincinnati Reds
43603-MIL@ATL-1,5/18/2019,Atlanta Braves,Home,0.242,2.7,win,1,Milwaukee Brewers,Atlanta Braves
43603-MIL@ATL-1,5/18/2019,Milwaukee Brewers,Road,0.211,3,lose,1,Milwaukee Brewers,Atlanta Braves
43603-MIN@SEA-1,5/18/2019,Minnesota Twins,Road,0.413,4,win,1,Minnesota Twins,Seattle Mariners
43603-MIN@SEA-1,5/18/2019,Seattle Mariners,Home,0.263,17,lose,1,Minnesota Twins,Seattle Mariners
43603-NYM@MIA-1,5/18/2019,Miami Marlins,Home,0.172,0,win,1,New York Mets,Miami Marlins
43603-NYM@MIA-1,5/18/2019,New York Mets,Road,0.038,2.25,lose,1,New York Mets,Miami Marlins
43603-OAK@DET-1,5/18/2019,Oakland Athletics,Road,0.235,1,win,1,Oakland Athletics,Detroit Tigers
43603-OAK@DET-1,5/18/2019,Detroit Tigers,Home,0.161,4,lose,1,Oakland Athletics,Detroit Tigers
43603-PIT@SDP-1,5/18/2019,Pittsburgh Pirates,Road,0.324,2,win,1,Pittsburgh Pirates,San Diego Padres
43603-PIT@SDP-1,5/18/2019,San Diego Padres,Home,0.235,7,lose,1,Pittsburgh Pirates,San Diego Padres
43603-SFG@ARI-1,5/18/2019,San Francisco Giants,Road,0.314,5,win,1,San Francisco Giants,Arizona Diamondbacks
43603-SFG@ARI-1,5/18/2019,Arizona Diamondbacks,Home,0.182,8,lose,1,San Francisco Giants,Arizona Diamondbacks
43603-STL@TEX-1,5/18/2019,St. Louis Cardinals,Road,0.263,2,win,1,St. Louis Cardinals,Texas Rangers
43603-STL@TEX-1,5/18/2019,Texas Rangers,Home,0.188,5,lose,1,St. Louis Cardinals,Texas Rangers
43603-TBR@NYY-1,5/18/2019,Tampa Bay Rays,Road,0.15,0.82,win,1,Tampa Bay Rays,New York Yankees
43603-TBR@NYY-1,5/18/2019,New York Yankees,Home,0.211,1.64,lose,1,Tampa Bay Rays,New York Yankees
43603-TOR@CHW-1,5/18/2019,Chicago White Sox,Home,0.368,1.8,win,1,Toronto Blue Jays,Chicago White Sox
43603-TOR@CHW-1,5/18/2019,Toronto Blue Jays,Road,0.176,9,lose,1,Toronto Blue Jays,Chicago White Sox
43604-BAL@CLE-1,5/19/2019,Cleveland Indians,Home,0.324,0,win,1,Baltimore Orioles,Cleveland Indians
43604-BAL@CLE-1,5/19/2019,Baltimore Orioles,Road,0.161,7.88,lose,1,Baltimore Orioles,Cleveland Indians
43604-CHC@WSN-1,5/19/2019,Chicago Cubs,Road,0.281,5,win,1,Chicago Cubs,Washington Nationals
43604-CHC@WSN-1,5/19/2019,Washington Nationals,Home,0.257,5,lose,1,Chicago Cubs,Washington Nationals
43604-COL@PHI-1,5/19/2019,Philadelphia Phillies,Home,0.281,5,win,1,Colorado Rockies,Philadelphia Phillies
43604-COL@PHI-1,5/19/2019,Colorado Rockies,Road,0.206,7.88,lose,1,Colorado Rockies,Philadelphia Phillies
43604-HOU@BOS-1,5/19/2019,Boston Red Sox,Home,0.324,3,win,1,Houston Astros,Boston Red Sox
43604-HOU@BOS-1,5/19/2019,Houston Astros,Road,0.138,3.38,lose,1,Houston Astros,Boston Red Sox
43604-KCR@LAA-1,5/19/2019,Kansas City Royals,Road,0.25,1,win,1,Kansas City Royals,Los Angeles Angels
43604-KCR@LAA-1,5/19/2019,Los Angeles Angels,Home,0.182,4,lose,1,Kansas City Royals,Los Angeles Angels
43604-LAD@CIN-1,5/19/2019,Los Angeles Dodgers,Road,0.176,3,win,1,Los Angeles Dodgers,Cincinnati Reds
43604-LAD@CIN-1,5/19/2019,Cincinnati Reds,Home,0.257,8,lose,1,Los Angeles Dodgers,Cincinnati Reds
43604-MIL@ATL-1,5/19/2019,Milwaukee Brewers,Road,0.243,1.8,win,1,Milwaukee Brewers,Atlanta Braves
